MDTU,min_min,min_max,max_min,max_max5
1,-0.338551,0.0432908,0.0598065,0.3378
2,-0.341072,0.0443709,0.0531187,0.322886
3,-0.358679,0.0265657,0.0473469,0.328785
4,-0.344913,0.037586,0.0571901,0.328088
5,-0.343892,0.0351128,0.0550632,0.319724
6,-0.343988,0.0340894,0.065534,0.32599
7,-0.335056,0.0323614,0.0628084,0.323793
8,-0.326466,0.0361446,0.0668365,0.323941
9,-0.377434,0.0325339,0.0618388,0.321291
10,-0.332425,0.0369672,0.0696913,0.319215
11,-0.32681,0.0394517,0.0607552,0.313142
12,-0.341958,0.0292583,0.0621922,0.32115
13,-0.334,0.0311347,0.0658415,0.30978
14,-0.363526,0.0340108,0.0671832,0.31289
15,-0.36413,0.0236588,0.0543849,0.333329
16,-0.376568,0.0336528,0.0341858,0.320439
17,-0.335661,0.0286624,0.0542558,0.323811
18,-0.338235,0.029541,0.0531497,0.319327
19,-0.340643,0.037698,0.0552116,0.308002
20,-0.362886,0.0201002,0.0509184,0.317948
21,-0.355429,0.0326515,0.0541689,0.321919
22,-0.329598,0.0229262,0.0602764,0.312865
23,-0.352136,0.0216066,0.0607333,0.315377
24,-0.335059,0.0203817,0.0649112,0.321021
25,-0.334353,0.0258952,0.0636007,0.307056
26,-0.331271,0.0289769,0.0535556,0.304864
27,-0.333978,0.0107713,0.074456,0.308568
28,-0.334621,0.0396478,0.0665851,0.309478
29,-0.323167,0.0170049,0.0671408,0.302847
30,-0.331021,0.0153132,0.0743813,0.314906
31,-0.348877,0.0244108,0.0706719,0.303484
32,-0.335305,0.0158587,0.0648183,0.312331
33,-0.331141,0.0320012,0.0688213,0.307073
34,-0.327262,0.0305448,0.0612512,0.310369
35,-0.315273,0.0162982,0.0611556,0.319431
36,-0.324557,0.0116537,0.0732522,0.321725
37,-0.33598,0.018167,0.0616728,0.31703
38,-0.341489,0.0150225,0.066257,0.308173
39,-0.346119,0.0127154,0.0666323,0.299343
40,-0.342709,0.0117753,0.0639601,0.30616
41,-0.370231,0.00638794,0.0535093,0.310797
42,-0.35087,0.00935391,0.0693727,0.310013
43,-0.351561,0.0152176,0.0674926,0.315976
44,-0.338358,0.0149771,0.0675052,0.325142
45,-0.341048,0.00898808,0.0728145,0.308133
46,-0.342253,0.0147322,0.0573134,0.307819
47,-0.342253,0.0147322,0.0573134,0.307819
48,-0.342253,0.0147322,0.0573134,0.307819
49,-0.347957,0.0186678,0.0561836,0.301698
50,-0.354031,0.00664928,0.0577363,0.30843
51,-0.357194,0.00561146,0.0621778,0.304533
52,-0.349067,0.00729101,0.0595255,0.305937
53,-0.349067,0.00729101,0.0595255,0.305937
54,-0.347792,0.00941608,0.0538518,0.304443
55,-0.334622,0.0105156,0.0652438,0.316834
56,-0.337015,0.00336789,0.0629337,0.301457
57,-0.337015,0.00336789,0.0629337,0.301457
58,-0.337033,0.00886184,0.0676359,0.303995
59,-0.337033,0.00886184,0.0676359,0.303995
60,-0.3498,0.00242801,0.0512675,0.306227
61,-0.36494,0.00472937,0.0626666,0.322348
62,-0.36478,0.00698844,0.0640184,0.309511
63,-0.35528,0.00407955,0.0605745,0.300337
64,-0.355195,0.0129461,0.0637993,0.318455
65,-0.341264,0.000725694,0.0691479,0.317564
66,-0.369092,0.00485441,0.0609737,0.302627
67,-0.341738,-0.000630002,0.0629257,0.304724
68,-0.341738,-0.000630002,0.0629257,0.304724
69,-0.337939,0.00733162,0.0679745,0.296291
70,-0.341401,0.0102451,0.0674059,0.302019
71,-0.356863,0.00505908,0.0525645,0.297728
72,-0.342079,0.000916991,0.0681959,0.308943
73,-0.3643,0.00752595,0.0650661,0.298422
74,-0.344318,-0.00134258,0.0609021,0.308766
75,-0.331761,0.000146309,0.0671304,0.303415
76,-0.354787,0.0139765,0.0658465,0.308087
77,-0.344885,0.00677607,0.0727647,0.301589
