MDTU,S_F
1,7.23752e-06
2,7.12626e-06
3,7.22839e-06
4,7.11775e-06
5,7.08381e-06
6,7.05672e-06
7,7.06857e-06
8,7.02128e-06
9,7.16808e-06
10,7.0604e-06
11,7.07336e-06
12,7.08579e-06
13,7.09631e-06
14,7.0705e-06
15,7.05299e-06
16,7.09711e-06
17,7.1086e-06
18,7.10427e-06
19,7.1652e-06
20,7.09899e-06
21,7.08129e-06
22,7.14817e-06
23,7.13039e-06
24,7.00861e-06
25,7.02724e-06
26,6.98236e-06
27,6.98031e-06
28,6.964e-06
29,7.02624e-06
30,6.98699e-06
31,7.04813e-06
32,7.00973e-06
33,7.03728e-06
34,7.04029e-06
35,7.08193e-06
36,7.05008e-06
37,7.06392e-06
38,7.12222e-06
39,7.13442e-06
40,7.18346e-06
41,7.17172e-06
42,7.18471e-06
43,7.27176e-06
44,7.31878e-06
45,7.21762e-06
46,7.19964e-06
47,7.19964e-06
48,7.19964e-06
49,7.20563e-06
50,7.23062e-06
51,7.24789e-06
52,7.21171e-06
53,7.21171e-06
54,7.29804e-06
55,7.22207e-06
56,7.27359e-06
57,7.27359e-06
58,7.28274e-06
59,7.28274e-06
60,7.37391e-06
61,7.37649e-06
62,7.376e-06
63,7.38907e-06
64,7.2347e-06
65,7.29105e-06
66,7.23798e-06
67,7.2449e-06
68,7.2449e-06
69,7.28506e-06
70,7.26099e-06
71,7.2481e-06
72,7.26514e-06
73,7.43001e-06
74,7.3024e-06
75,7.31537e-06
76,7.35305e-06
77,7.37647e-06
78,7.37647e-06
79,7.33248e-06
80,7.40363e-06
81,7.34239e-06
82,7.37501e-06
83,7.33639e-06
84,7.33639e-06
85,7.37472e-06
86,7.3717e-06
87,7.27683e-06
88,7.19975e-06
89,7.25138e-06
90,7.26982e-06
91,7.26982e-06
92,7.23529e-06
93,7.25052e-06
94,7.22007e-06
95,7.29703e-06
96,7.27626e-06
97,7.37019e-06
98,7.39212e-06
99,7.44093e-06
100,7.39952e-06
101,7.39952e-06
102,7.39952e-06
103,7.39952e-06
104,7.39952e-06
105,7.39952e-06
106,7.38327e-06
107,7.35794e-06
108,7.37355e-06
109,7.34505e-06
110,7.36198e-06
111,7.35565e-06
112,7.35565e-06
113,7.35565e-06
114,7.39013e-06
115,7.39013e-06
116,7.4474e-06
117,7.44808e-06
118,7.41756e-06
119,7.41756e-06
120,7.41756e-06
121,7.45965e-06
122,7.44025e-06
123,7.44025e-06
124,7.50929e-06
125,7.50929e-06
126,7.50929e-06
127,7.50929e-06
128,7.49658e-06
129,7.49954e-06
130,7.49954e-06
131,7.5421e-06
