t,walltime
10,1230
20,568.4
30,369.2
40,303.9
50,313.9
60,331.7
70,328
80,331.9
90,338.8
100,334.7
110,299.5
120,275.2
130,277.3
140,276
150,277.9
160,279.5
170,269.1
180,264.7
190,265
200,265.7
210,279.5
220,251.7
230,247.3
240,260.3
250,262.8
260,283.4
270,282.6
280,282.6
290,296.2
300,301.1
310,300.9
320,297.8
330,296.6
340,296.9
350,296.5
360,295.6
370,306.2
380,313.6
390,312
400,310.8
410,311
420,312.7
430,300.7
440,300.6
450,303.1
460,301.4
470,301
480,302.2
490,298
500,299.9
510,299.2
520,305.1
530,298.6
540,300.4
550,298.4
560,302.2
570,300.8
580,303.1
590,300.5
600,302.4
610,300.9
620,300.9
630,300.4
640,299.7
650,302
660,303.8
670,300.2
680,297.1
690,299.4
700,299.7
710,297.9
720,299.1
730,297.9
740,297.5
750,296.4
760,301.1
770,300.4
780,299.3
790,300.8
800,303.8
810,299.9
820,301.3
830,302.4
840,303.3
850,301.4
860,301
870,297.1
880,292.5
890,291.2
900,292.1
910,288.3
920,288.8
930,288.4
940,289.5
950,298.6
960,305.1
970,301.5
980,306.4
990,303
1000,301
1010,308
1020,311.3
1030,309
1040,310.3
1050,309.7
1060,306
1070,298.7
1080,294.5
1090,297.2
1100,301.9
1110,312.2
1120,312.7
1130,310.3
1140,311.3
1150,310.6
1160,317.3
1170,308.8
1180,311.6
1190,307.8
1200,310
1210,312.4
1220,306.8
1230,306.9
1240,309.4
1250,306.2
1260,297.3
1270,296.7
1280,306.1
1290,309
1300,307.4
1310,308.6
1320,308.2
1330,311.3
1340,307.2
1350,311.2
1360,315
1370,313.4
1380,308.1
1390,311.7
1400,301.3
1410,312
1420,319.6
1430,313
1440,310.9
1450,314.5
1460,312.3
1470,313.7
1480,316.8
1490,317.8
1500,316.2
1510,292.8
1520,296.8
1530,290.6
1540,294.3
1550,296.6
1560,291.8
1570,278.6
1580,276.3
1590,278
1600,271.1
1610,272.3
1620,270.5
1630,272.1
1640,275.2
1650,275.7
1660,274.2
1670,273.7
1680,272.1
1690,272.2
1700,272.5
1710,272.9
1720,275.2
1730,274.5
1740,276.6
1750,275.8
1760,275.2
1770,275.9
1780,274.2
1790,271.7
1800,271.9
1810,274
1820,271.8
1830,273.3
1840,272.1
1850,272.2
1860,272.8
1870,278
1880,274.7
1890,271.2
1900,271.8
1910,274.9
1920,270.9
1930,272.9
1940,273
1950,271.3
1960,271.2
1970,271.8
1980,273.7
1990,272.7
2000,274.5
2010,273.3
2020,275.7
2030,275.5
2040,272.7
2050,276.2
2060,274.7
2070,272.7
2080,273.9
2090,274
2100,273.6
2110,271.5
2120,271.1
2130,271.6
2140,272.1
