ReTr(L),ImTr(L)
3.81732,0.851906
3.83505,0.826433
3.73975,0.682413
3.64577,0.605425
3.45967,0.510086
3.41961,0.672638
3.32292,0.69323
3.29452,0.588592
3.28327,0.628717
3.22864,0.742309
3.22864,0.742309
3.22864,0.742309
3.08355,0.601819
3.12491,0.536316
3.14102,0.402035
3.14102,0.402035
3.09625,0.401606
3.01887,0.386408
2.9593,0.509526
2.8598,0.490906
2.88371,0.357682
2.87324,0.416808
2.7972,0.441966
2.7972,0.441966
2.73654,0.379551
2.71646,0.268498
2.73035,0.36159
2.73035,0.36159
2.73035,0.36159
2.73035,0.36159
2.69715,0.325356
2.69715,0.325356
2.67278,0.270639
2.68561,0.145666
2.7333,0.110486
2.7333,0.110486
2.69309,0.160863
2.70179,0.234142
2.70179,0.234142
2.71936,0.258382
2.70663,0.255867
2.63678,0.263368
2.68148,0.220523
2.72755,0.224894
2.72755,0.224894
2.72755,0.224894
2.7149,0.138988
2.62279,0.214103
2.57186,0.36155
2.58784,0.359938
2.46012,0.464415
2.46012,0.464415
2.445,0.567849
2.445,0.567849
2.42501,0.543521
2.35461,0.519786
2.35461,0.519786
2.3216,0.458669
2.3216,0.458669
2.38624,0.381904
2.42416,0.357642
2.42416,0.357642
2.41053,0.352736
2.44244,0.299097
2.43658,0.198183
2.43658,0.198183
2.43015,0.185621
2.43015,0.185621
2.51837,0.256961
2.46248,0.199642
2.46248,0.199642
2.35726,0.234491
2.29793,0.191786
2.3614,0.215653
2.37775,0.277095
2.43311,0.28698
2.432,0.411878
2.42892,0.365589
2.47135,0.306802
2.48243,0.276175
2.43634,0.257872
2.45407,0.217061
2.42488,0.183306
2.42488,0.183306
2.42488,0.183306
2.3698,0.110029
2.3698,0.110029
2.45819,0.121562
2.45819,0.121562
2.40558,0.164064
2.35643,0.0741248
2.32666,0.0519488
2.31108,0.0945211
2.38659,0.108279
2.38659,0.108279
2.38659,0.108279
2.43122,0.137768
2.42885,0.0527349
2.42885,0.0527349
2.54472,-0.085635
2.49705,-0.0946755
2.52995,-0.0709336
2.52995,-0.0709336
2.3839,-0.0859994
2.42007,-0.0375813
2.4858,0.0202185
2.4858,0.0202185
2.40371,0.00999923
2.40371,0.00999923
2.40371,0.00999923
2.35225,-0.0829891
2.35225,-0.0829891
2.39334,-0.0763586
2.41134,-0.147552
2.41134,-0.147552
2.39898,-0.173244
2.39033,-0.117394
2.41553,-0.122193
2.40435,0.0234856
2.419,-0.00909303
2.419,-0.00909303
2.42042,-0.066134
2.47026,-0.243878
2.47026,-0.243878
2.47026,-0.243878
2.38922,-0.276672
2.51252,-0.347207
2.46404,-0.327487
2.44818,-0.400885
2.32846,-0.447956
2.37061,-0.501993
2.30474,-0.466035
2.38962,-0.606013
2.38962,-0.606013
2.48532,-0.484837
2.52427,-0.417754
2.37807,-0.484247
2.35363,-0.485207
2.40439,-0.583452
2.48392,-0.620895
2.52169,-0.622221
2.36673,-0.482647
2.43163,-0.499344
2.44575,-0.50149
2.42404,-0.540523
2.46343,-0.459304
2.50095,-0.404555
2.5014,-0.455111
2.49663,-0.528851
2.49055,-0.499536
2.39931,-0.542899
2.39931,-0.542899
2.46226,-0.711278
2.47297,-0.616055
2.41746,-0.624429
2.43725,-0.568629
2.42629,-0.559806
2.49056,-0.441825
2.46386,-0.438646
2.53975,-0.44954
2.53408,-0.515914
2.53314,-0.532798
2.53314,-0.532798
2.50432,-0.57102
2.49456,-0.468811
2.54705,-0.515639
2.54705,-0.515639
2.5279,-0.421195
2.52353,-0.395019
2.54379,-0.345393
2.50634,-0.300323
2.43617,-0.289661
2.45479,-0.414667
2.37666,-0.41977
2.42821,-0.319698
2.49294,-0.347965
2.49294,-0.347965
2.44683,-0.279249
2.47899,-0.293258
2.5158,-0.307752
2.5077,-0.28614
2.44369,-0.320363
2.46599,-0.349692
2.46599,-0.349692
2.41271,-0.319583
2.43144,-0.300187
2.452,-0.294206
2.46579,-0.259669
2.4213,-0.305598
2.36076,-0.30942
2.3562,-0.30205
2.344,-0.368728
2.32077,-0.476666
2.34161,-0.530713
2.37839,-0.508131
2.37839,-0.508131
2.40826,-0.468223
2.33342,-0.354691
2.26602,-0.486393
2.27709,-0.534681
2.29803,-0.407693
2.29803,-0.407693
2.26797,-0.425172
2.28985,-0.485505
2.26866,-0.506508
2.26497,-0.547509
2.26497,-0.547509
2.25413,-0.583168
2.34583,-0.572128
2.25821,-0.622291
2.32847,-0.653154
2.40041,-0.604422
2.40041,-0.604422
