MDTU,susyTrans,Im(bilin)
10,-0.00197376,0.000248131
20,-0.000314652,0.000154118
30,-0.00239308,1.07978e-05
40,-0.00460402,6.33996e-05
50,0.000248396,0.000909684
60,0.00026285,-0.000650426
70,3.62561e-05,0.000161666
80,0.00486209,-6.4788e-05
90,8.21947e-05,-0.00110242
100,0.00017157,-0.000397461
110,0.00221897,-0.000299001
120,-0.00214599,-6.79784e-05
130,-0.00430862,-0.000223575
140,-0.000138956,0.000318424
150,-0.00169767,-0.000114205
160,-0.00118021,0.000197042
170,-0.00107727,0.00103586
180,0.000257174,0.00130312
190,0.00261251,-0.000528703
200,0.0023227,0.000429239
210,0.000713499,0.000323382
220,0.00509055,0.000390489
230,-0.00247588,0.000199166
240,-0.00288084,-0.000631551
250,0.00103052,3.53057e-05
260,0.00360264,0.000169173
270,-0.00064195,0.000252073
280,-0.00524873,3.28866e-05
290,-0.00374107,0.000261959
300,-0.000876694,-0.000766957
310,0.00443868,0.000120479
320,-0.000127349,5.03994e-05
330,0.00401835,-7.65073e-05
340,0.00262879,-0.000262688
350,-0.00471957,0.000216115
360,-0.000506368,0.000717356
370,0.00106899,0.000726284
380,-0.00380726,-0.000158881
390,-0.00139721,0.000253783
400,0.000494109,-0.000555338
410,-0.00265137,0.000760199
420,0.000789348,-0.000987203
430,-0.00296019,-0.000741293
440,0.00151655,0.000550263
450,0.000611476,-0.000109598
460,-0.00333057,-0.000317962
470,0.00405003,-0.000386803
480,0.00272886,0.000570734
490,-0.00288454,0.000469529
500,-0.00425917,-0.000500361
510,0.000211226,-0.000190914
520,-0.00449219,0.000116749
530,-0.00579015,0.0014445
540,0.00222692,-0.000328789
550,-0.00229242,-3.93456e-05
560,-0.000141275,-0.000285167
570,-0.00247825,0.000296165
580,-0.00097803,-0.000299416
590,0.000957492,0.00105791
600,0.00382299,0.000190574
610,0.00311714,-0.000418023
620,0.00127153,-0.000114764
630,0.00260624,6.86808e-05
640,0.00406055,0.000953976
650,-0.00675348,-1.69947e-05
660,-0.00108479,5.31861e-05
670,-0.00890382,-0.000141593
680,-0.000690958,0.000466407
690,0.00484557,-0.000782167
700,0.00251645,0.000290487
710,0.00213051,0.000555234
720,-0.00390787,-0.000538957
730,0.000132759,0.000511371
740,0.00326717,-0.000763443
750,0.00112626,0.000149635
760,0.000634981,-0.000429184
770,-0.000521741,-0.000954008
780,0.00319308,-0.000508925
790,0.00455744,-6.87461e-06
800,0.00222338,-0.000365171
810,-0.000464944,0.000796216
820,-0.00159328,-0.00046634
830,-0.00104087,0.000195612
840,-0.00537588,-0.00060931
850,0.000408441,-0.000286016
860,0.00183811,0.000263306
870,0.00362333,-0.000112889
880,0.00122075,-0.000373928
890,0.000228104,0.000330689
900,-0.00208053,0.000192602
910,-0.00126879,0.000224589
920,0.0023997,-0.00032476
930,0.00371426,-2.08248e-05
940,0.00186463,-0.000842496
950,-4.77739e-05,0.000868772
960,-0.00175145,0.000121992
970,-0.00225711,0.00080507
980,-0.00385354,-0.000291551
990,-0.00170978,0.00015937
1000,-0.00111311,0.000453444
1010,0.00204676,-0.000161102
1020,-0.000691245,-4.39792e-05
1030,-0.000759523,-9.10605e-05
1040,0.000705589,-9.747e-05
1050,-0.00264415,0.00053595
1060,-0.0011573,-0.000716713
1070,0.0049014,0.000528051
1080,0.005024,5.4182e-05
1090,0.000375795,0.00051156
1100,-0.00426877,-0.000288871
1110,0.000580419,-0.000535992
1120,0.0014892,-0.000884482
1130,-0.000830708,0.00102871
1140,7.07368e-06,-0.000167928
1150,-0.00252968,-0.000587378
1160,-0.00630663,-0.000183519
1170,-0.00100418,0.000595777
1180,-0.00326566,0.000219653
1190,-0.00271663,0.000295428
1200,-0.00452946,-0.000396187
1210,0.000175479,0.00082575
1220,0.00107034,0.000574973
1230,-0.00278467,-0.000769839
1240,0.00105965,-0.000737576
1250,-0.000928329,0.00107905
1260,0.00265284,3.45981e-05
1270,-0.00480334,-0.000392057
1280,0.00427882,-0.000812866
1290,-0.00202396,5.77154e-05
1300,0.00362171,-0.000101861
1310,-0.000446515,0.000858207
1320,-0.00135797,-4.61086e-05
1330,0.00291738,-0.000100886
1340,0.00400938,0.000288805
1350,-0.00210933,0.000419035
1360,0.000154667,0.00128708
1370,0.00537641,-0.000412842
1380,-0.0051882,0.000173646
1390,0.00127064,-0.000731588
1400,-0.00421888,0.000457292
1410,0.0020519,0.000453221
1420,-0.00259622,-0.000355676
1430,0.00716257,-0.000153158
1440,0.00495166,0.000260327
1450,-0.000201226,-0.000883191
1460,-0.00239849,-0.000210708
1470,-0.00117041,0.00107787
1480,-0.00164193,-0.000397284
1490,0.00490606,0.00114238
1500,-0.000108776,-0.000445954
1510,0.00215488,-0.000725454
1520,0.00219766,4.30185e-05
1530,-0.003762,-0.000836283
1540,-0.000837569,-0.000246778
