t,walltime
10,759.1
20,764.9
30,332.2
40,338.6
50,338.4
60,341.8
70,340.9
80,335.1
90,337.7
100,341
110,338.6
120,338.7
130,339.6
140,341.3
150,342.1
160,341.2
170,338.6
180,340.2
190,341.7
200,339.1
210,336.5
220,336.9
230,317.8
240,320.1
250,326.2
260,341.4
270,352.1
280,329.9
290,333.7
300,330.5
310,323.7
320,320.1
330,323.3
340,321.7
350,321.6
360,317.1
370,316
380,314.8
390,319.3
400,320.9
410,324.4
420,322.8
430,356.3
440,377.8
450,379.6
460,379.2
470,378.3
480,377.8
490,375.6
500,377.9
510,377.5
520,374.3
530,374.1
540,365.3
550,336.3
560,334.4
570,330.9
580,329.5
590,330.4
600,329.5
610,328.6
620,329
630,334.7
640,337.9
650,337.2
660,336.8
670,337.9
680,337.1
690,337.9
700,342.5
710,340.6
720,338.7
730,337.1
740,337.9
750,337.7
760,338.3
770,337.7
780,338.6
790,338.7
800,337.3
810,337.5
820,335.6
830,337
840,335.4
850,334.8
860,334.9
870,338.1
880,338.1
890,336.8
900,337.9
910,338.1
920,339.8
930,337.8
940,336.1
950,338.4
960,338.6
970,335.7
980,339.5
990,338.7
1000,340.9
1010,347.1
1020,344.2
1030,350.4
1040,335
1050,336.1
1060,345.6
1070,353.6
1080,354.8
1090,355.4
1100,356.9
1110,352.5
1120,350
1130,345.7
1140,341.8
1150,342.6
1160,339.5
1170,343.5
1180,344.5
1190,347.1
1200,347.5
1210,347.3
1220,338.3
1230,330.5
1240,331.3
1250,328.4
1260,333.5
1270,335.8
1280,334.7
1290,331.1
1300,341.3
1310,343.1
1320,343.6
1330,342.9
1340,342.5
1350,339.9
1360,341.8
1370,340.8
1380,341.3
1390,339.5
1400,338.4
1410,334.7
1420,338.2
1430,355.3
1440,361.2
1450,362.5
1460,361.9
1470,364.1
1480,365.9
1490,365.9
1500,371
1510,366.8
1520,368.2
1530,370.5
1540,367.1
1550,367.4
1560,366.7
1570,361.8
1580,362.1
1590,366.9
1600,365.6
1610,367.4
1620,362.1
1630,343.1
1640,322.5
1650,345.9
1660,362.1
1670,363.1
1680,364.6
1690,363.2
1700,363.8
1710,365.9
1720,364.6
1730,363.7
1740,364.1
1750,362.1
1760,364.5
1770,356.2
1780,351.9
1790,351.9
1800,350.5
1810,334.6
1820,319.4
1830,313.4
1840,311.2
1850,313.4
1860,312.5
1870,319.1
1880,322.2
1890,324.9
1900,327.3
1910,326.7
1920,324.3
1930,322.1
1940,321
1950,323.4
1960,312.6
1970,326.3
1980,326.6
1990,324.3
2000,321.6
2010,318.4
2020,316.7
2030,326.8
2040,323.9
2050,324.1
2060,324.4
2070,324.4
2080,323.2
