MDTU,min_ave,max_ave
1,-0.201473,0.113541
2,-0.201836,0.113466
3,-0.19965,0.113716
4,-0.200984,0.113612
5,-0.201355,0.113067
6,-0.199903,0.114889
7,-0.199865,0.113916
8,-0.199689,0.114582
9,-0.199726,0.114513
10,-0.198742,0.114824
11,-0.198742,0.114824
12,-0.198742,0.114824
13,-0.197376,0.11557
14,-0.197523,0.115175
15,-0.198955,0.114918
16,-0.198955,0.114918
17,-0.19749,0.114227
18,-0.197071,0.115633
19,-0.197101,0.115736
20,-0.198401,0.114866
21,-0.197676,0.115577
22,-0.196317,0.116339
23,-0.197299,0.115664
24,-0.197299,0.115664
25,-0.194258,0.116411
26,-0.195373,0.115979
27,-0.197384,0.11573
28,-0.197384,0.11573
29,-0.197384,0.11573
30,-0.197384,0.11573
31,-0.195078,0.116591
32,-0.195078,0.116591
33,-0.198407,0.114938
34,-0.196218,0.11566
35,-0.194059,0.116398
36,-0.194059,0.116398
37,-0.19408,0.116961
38,-0.192774,0.117476
39,-0.192774,0.117476
40,-0.192754,0.117029
41,-0.192314,0.117215
42,-0.192709,0.117753
43,-0.189964,0.118179
44,-0.191652,0.118054
45,-0.191652,0.118054
46,-0.191652,0.118054
47,-0.188713,0.118455
48,-0.19123,0.117489
49,-0.190563,0.117538
50,-0.189622,0.118258
51,-0.187612,0.119255
52,-0.187612,0.119255
53,-0.186801,0.120004
54,-0.186801,0.120004
55,-0.185953,0.120338
56,-0.185704,0.121253
57,-0.185704,0.121253
58,-0.188654,0.119443
59,-0.188654,0.119443
60,-0.186938,0.119949
61,-0.187169,0.121085
62,-0.187169,0.121085
63,-0.188113,0.120385
64,-0.185992,0.12185
65,-0.185062,0.12176
66,-0.185062,0.12176
67,-0.186682,0.120102
68,-0.186682,0.120102
69,-0.185704,0.121377
70,-0.186835,0.120614
71,-0.186835,0.120614
72,-0.185228,0.121473
73,-0.186003,0.120335
74,-0.186237,0.119815
75,-0.187102,0.120382
76,-0.185279,0.121425
77,-0.186275,0.120597
78,-0.18566,0.121273
79,-0.186584,0.120531
80,-0.186736,0.119384
81,-0.185041,0.120621
82,-0.184301,0.120853
83,-0.186947,0.120891
84,-0.186947,0.120891
85,-0.186947,0.120891
86,-0.185373,0.121025
87,-0.185373,0.121025
88,-0.185069,0.122005
89,-0.185069,0.122005
90,-0.183054,0.122832
91,-0.183859,0.123195
92,-0.182233,0.12372
93,-0.182718,0.122312
94,-0.18181,0.124532
95,-0.18181,0.124532
96,-0.18181,0.124532
97,-0.182066,0.123902
98,-0.181586,0.125034
99,-0.181586,0.125034
100,-0.180849,0.12449
101,-0.180208,0.122941
102,-0.181569,0.124268
103,-0.181569,0.124268
104,-0.181857,0.122953
105,-0.181693,0.123738
106,-0.180769,0.124201
107,-0.180769,0.124201
108,-0.180399,0.123658
109,-0.180399,0.123658
110,-0.180399,0.123658
111,-0.181516,0.122421
112,-0.181516,0.122421
113,-0.184035,0.12222
114,-0.183569,0.122514
115,-0.183569,0.122514
116,-0.183891,0.12272
117,-0.183671,0.121783
118,-0.183857,0.122357
119,-0.186379,0.120851
120,-0.184282,0.121306
121,-0.184282,0.121306
122,-0.183738,0.121164
123,-0.184232,0.121309
124,-0.184232,0.121309
125,-0.184232,0.121309
126,-0.184321,0.121084
127,-0.183179,0.122443
128,-0.182685,0.122093
129,-0.183012,0.121915
130,-0.181433,0.122682
131,-0.180344,0.123688
132,-0.180687,0.123393
133,-0.179919,0.123782
134,-0.179919,0.123782
135,-0.181842,0.123832
136,-0.180845,0.123434
137,-0.178969,0.125306
138,-0.178274,0.124494
139,-0.178276,0.1252
140,-0.177929,0.125119
141,-0.179152,0.12471
142,-0.18006,0.123622
143,-0.178356,0.12448
144,-0.179632,0.12469
145,-0.178347,0.124513
146,-0.179664,0.124751
147,-0.1796,0.123416
148,-0.177671,0.124862
149,-0.177612,0.124835
150,-0.179461,0.123708
151,-0.179922,0.12438
152,-0.179922,0.12438
153,-0.177766,0.124683
154,-0.178396,0.125479
155,-0.180668,0.12465
