MDTU,S_F
1,7.36063e-06
2,7.4662e-06
3,7.41759e-06
4,7.47069e-06
5,7.40355e-06
6,7.32504e-06
7,7.40777e-06
8,7.48142e-06
9,7.36511e-06
10,7.33025e-06
11,7.33025e-06
12,7.33025e-06
13,7.33778e-06
14,7.42852e-06
15,7.36113e-06
16,7.36113e-06
17,7.32448e-06
18,7.47501e-06
19,7.28123e-06
20,7.54666e-06
21,7.51754e-06
22,7.37603e-06
23,7.37922e-06
24,7.37922e-06
25,7.38104e-06
26,7.48714e-06
27,7.5311e-06
28,7.5311e-06
29,7.5311e-06
30,7.5311e-06
31,7.49363e-06
32,7.49363e-06
33,7.71647e-06
34,7.53661e-06
35,7.45014e-06
36,7.45014e-06
37,7.44633e-06
38,7.58927e-06
39,7.58927e-06
40,7.60036e-06
41,7.55615e-06
42,7.55906e-06
43,7.60125e-06
44,7.63491e-06
45,7.63491e-06
46,7.63491e-06
47,7.73782e-06
48,7.89406e-06
49,7.84867e-06
50,7.8431e-06
51,7.7322e-06
52,7.7322e-06
53,7.50627e-06
54,7.50627e-06
55,7.41416e-06
56,7.42319e-06
57,7.42319e-06
58,7.63648e-06
59,7.63648e-06
60,7.50001e-06
61,7.62278e-06
62,7.62278e-06
63,7.63568e-06
64,7.62209e-06
65,7.74367e-06
66,7.74367e-06
67,7.50386e-06
68,7.50386e-06
69,7.46586e-06
70,7.3799e-06
71,7.3799e-06
72,7.38619e-06
73,7.33483e-06
74,7.40496e-06
75,7.57283e-06
76,7.48948e-06
77,7.47457e-06
78,7.52645e-06
79,7.67273e-06
80,7.72925e-06
81,7.49805e-06
82,7.44681e-06
83,7.5273e-06
84,7.5273e-06
85,7.5273e-06
86,7.5749e-06
87,7.5749e-06
88,7.39017e-06
89,7.39017e-06
90,7.49359e-06
91,7.46815e-06
92,7.41865e-06
93,7.27735e-06
94,7.3698e-06
95,7.3698e-06
96,7.3698e-06
97,7.31839e-06
98,7.3654e-06
99,7.3654e-06
100,7.42836e-06
101,7.41891e-06
102,7.45577e-06
103,7.45577e-06
104,7.56545e-06
105,7.46134e-06
106,7.4285e-06
107,7.4285e-06
108,7.50633e-06
109,7.50633e-06
110,7.50633e-06
111,7.5432e-06
112,7.5432e-06
113,7.62265e-06
114,7.41509e-06
115,7.41509e-06
116,7.359e-06
117,7.38496e-06
118,7.56905e-06
119,7.71643e-06
120,7.80213e-06
121,7.80213e-06
122,7.59883e-06
123,7.60028e-06
124,7.60028e-06
125,7.60028e-06
126,7.60687e-06
127,7.41857e-06
128,7.32695e-06
129,7.34944e-06
