t,e^(-dS)
1,0.920738
2,0.968836
3,0.996132
4,1.06998
5,1.10594
6,1.04076
7,0.920195
8,0.860364
9,1.23134
10,1.02108
11,0.765903
12,0.898795
13,0.943423
14,1.01513
15,0.992408
16,0.91877
17,0.973498
18,0.96006
19,1.06522
20,0.755557
21,1.54296
22,0.546566
23,0.874065
24,0.648755
25,0.692671
26,0.671864
27,2.02041
28,0.628889
29,0.410327
30,0.375349
31,0.534032
32,0.40337
33,1.28274
34,0.848487
35,1.62954
36,0.33588
37,1.07808
38,1.06433
39,0.572582
40,1.03153
41,0.968361
42,0.503234
43,1.14637
44,1.44499
45,0.620456
46,0.53089
47,0.668579
48,1.78407
49,0.851547
50,0.812126
51,0.906558
52,0.441269
53,0.726367
54,0.405838
55,0.560851
56,0.917723
57,0.510074
58,1.0403
59,0.645713
60,1.14866
61,1.03206
62,0.558724
63,0.904747
64,0.9445
65,0.531368
66,0.850271
67,1.36438
68,0.499724
69,0.621201
70,0.931658
71,0.449913
72,0.999243
73,1.5952
74,1.09103
75,0.599356
76,0.777245
77,1.53603
78,1.00201
79,0.780594
80,0.508139
81,1.22532
82,0.946883
83,1.43879
84,0.287366
85,0.583623
86,0.879326
87,0.598218
88,0.755708
89,0.345073
90,0.923864
91,1.26301
92,1.17798
93,0.841811
94,0.904385
95,0.381174
96,0.671326
97,0.547004
98,1.00913
99,0.381326
100,0.996475
101,0.815789
102,2.07674
103,0.332871
104,0.797878
105,0.503083
106,0.920075
107,0.612749
108,2.4601
109,0.641979
110,0.420126
111,1.10163
112,0.951972
113,1.17963
114,1.42775
115,0.895745
116,1.94799
117,1.18412
118,0.710348
119,1.00248
120,0.345418
121,0.788439
122,0.841222
123,0.277482
124,0.716627
125,0.470481
126,0.798756
127,0.85633
128,0.505099
129,1.11171
130,0.548757
131,0.767743
132,1.31114
133,0.81636
134,0.463986
135,0.404785
136,0.814159
137,0.784036
138,0.697746
139,0.445437
140,1.39055
141,2.05958
142,1.12288
143,1.02974
144,1.17515
145,1.86097
146,1.65153
147,1.1922
148,0.771206
149,1.03256
150,1.8114
151,0.696631
152,0.660472
153,0.587899
154,1.54883
155,0.950032
156,0.796921
157,0.945605
158,1.26402
159,0.939009
160,1.71704
161,0.661133
162,0.718493
163,0.640824
164,1.74752
165,3.23491
166,1.27916
167,0.705252
168,1.05034
169,1.23553
170,2.17755
171,0.9093
172,1.15477
173,1.4993
174,0.949509
175,0.380032
176,0.529671
177,0.699703
178,0.777789
179,1.2141
180,0.822177
181,1.39403
182,0.754047
183,1.16323
184,0.499574
185,1.77092
186,0.628952
187,1.51029
188,2.53578
189,0.904114
190,0.852399
191,0.610669
192,0.618722
193,1.76721
194,1.63117
195,1.90332
196,0.636609
197,1.34689
198,1.19363
199,0.934391
200,1.97605
201,0.932207
202,0.539075
203,1.07713
204,1.05805
205,0.509972
206,1.62353
207,0.444014
208,1.18542
209,2.22665
210,1.28326
211,0.642364
212,0.81424
213,0.773368
214,0.819796
215,0.494356
216,1.00279
217,0.990184
218,0.452983
219,0.617794
220,0.718924
221,0.583623
222,1.10421
223,0.623379
224,1.3875
225,0.568644
226,0.729935
227,0.64908
228,0.82374
229,1.4887
230,0.815789
231,0.813752
232,1.42476
233,0.448745
234,1.37218
235,1.213
236,1.31206
237,2.27914
238,1.4249
239,1.20021
240,1.09572
241,0.616067
242,0.79247
243,1.17081
244,0.725786
245,0.595592
246,0.892347
247,0.693642
248,0.728987
249,0.885414
250,0.658033
251,0.518975
252,0.533285
253,1.03144
254,0.76155
255,1.27405
256,0.626254
257,1.26668
258,0.608657
259,1.57886
260,1.47167
261,1.01699
262,1.11004
263,0.921401
264,1.1853
265,0.898705
266,0.774452
267,0.594699
268,1.24098
269,0.816278
270,1.5428
271,0.931397
272,1.47123
273,1.78532
274,0.661927
275,0.768819
276,0.32271
277,0.779814
278,0.662987
279,1.04425
280,0.727312
281,1.45223
282,0.762922
283,1.20093
284,1.41468
285,0.45489
286,1.02971
287,0.887541
288,0.271715
289,0.78986
290,0.844847
291,1.40312
292,0.764755
293,0.643071
294,1.69825
295,1.06911
296,0.876341
297,0.535101
298,0.809936
299,0.600496
300,1.57082
301,0.783174
302,0.462643
303,0.928792
304,0.93556
305,0.693503
306,0.868402
307,2.15394
308,0.701875
309,0.796602
310,1.63542
311,1.25571
312,0.676583
313,0.838786
314,1.0002
315,0.891901
316,0.910519
317,0.862172
318,1.03961
319,0.574359
320,0.500874
321,2.11129
322,0.552888
323,0.436922
324,0.639864
325,2.07114
326,0.767743
327,2.11488
328,0.906459
329,1.42461
330,0.515819
331,1.17657
332,0.731762
333,0.694336
334,0.535958
335,0.897717
336,0.989743
337,1.06657
338,0.41119
339,1.00219
340,1.17798
341,1.12345
342,0.496933
343,0.441887
344,0.902578
345,0.718421
346,1.08983
347,0.637564
348,0.698235
349,1.23974
350,0.499274
351,0.453527
352,1.33216
353,0.787179
354,1.12412
355,0.518145
356,0.717703
357,0.762616
358,0.510635
359,2.30159
360,1.30226
361,1.13826
362,0.464079
363,1.20069
364,0.919128
365,0.773987
366,1.45397
367,0.97095
368,1.29124
369,0.93455
370,0.654686
371,0.599955
372,1.23392
373,1.64001
374,0.524663
375,0.582923
376,0.640568
377,0.594223
378,0.912434
379,1.1203
380,1.98933
381,0.745127
382,1.54172
383,1.02666
384,1.09049
385,0.860966
386,0.39188
387,1.66263
388,0.884617
389,2.97427
390,0.701875
391,0.938681
392,0.376815
393,0.843243
394,0.955835
395,0.928672
396,0.449015
397,0.729278
398,0.561861
399,1.19053
400,0.978279
401,0.946173
402,0.62494
403,0.709567
404,1.87068
405,0.981523
406,0.753821
407,0.731616
408,1.30239
409,1.36506
410,1.12998
411,1.99951
412,0.8462
413,0.790097
414,1.06837
415,0.685916
416,1.31377
417,0.707512
418,0.517265
419,1.02021
420,0.840969
421,1.03914
422,1.67397
423,1.08224
424,0.930968
425,0.940823
426,0.523353
427,1.27099
428,0.962857
429,0.737418
430,0.482246
431,2.04398
432,0.961232
433,0.620829
434,0.865368
435,0.463245
436,1.19208
437,1.40523
438,1.64198
439,0.722527
440,0.428228
441,0.772363
442,0.92212
443,1.41453
444,0.377117
445,1.20852
446,0.862862
447,0.786628
448,1.25923
449,0.713837
450,0.763761
451,1.12142
452,0.625252
453,0.451897
454,1.06253
455,1.283
456,0.514479
457,0.755708
458,1.58598
459,0.944245
460,0.915724
461,0.613791
462,1.0198
463,0.542971
464,1.11216
465,0.54969
466,1.13598
467,1.36493
468,0.663717
469,0.881439
470,0.59061
471,0.834018
472,0.917824
473,1.34757
474,1.20394
475,1.8541
476,0.352044
477,0.465008
478,0.931965
479,1.1761
480,1.60352
481,1.83675
482,1.42404
483,0.925881
484,1.81303
485,1.84412
486,1.59297
487,1.17621
488,1.00847
489,1.04989
490,1.20707
491,1.15142
492,1.13417
493,4.30596
494,0.5498
495,0.802118
496,0.429643
497,1.19638
498,0.845946
499,1.25332
500,2.52212
501,1.16766
502,0.762007
503,0.638585
504,0.832352
505,0.704547
506,1.19184
507,1.40678
508,0.504141
509,1.72168
510,1.229
511,1.74927
512,1.40481
513,0.620705
514,1.08831
515,1.09125
516,1.31167
517,0.349588
518,0.592147
519,0.458223
520,0.413913
521,1.45412
522,0.412384
523,0.77136
524,1.34541
525,1.46477
526,1.67263
527,1.37975
528,1.3719
529,1.50953
530,0.496387
531,0.203722
532,0.488557
533,0.933308
534,1.21106
535,0.621077
536,1.31206
537,1.91133
538,0.965161
539,1.23195
540,0.746769
541,0.46459
542,0.796045
543,1.15442
544,0.978876
545,0.643972
546,0.505049
547,0.978407
548,0.604109
549,0.828615
550,1.01663
551,1.1353
552,1.75857
553,0.866234
554,0.978172
555,1.50291
556,0.801076
557,1.18863
558,0.354517
559,0.958141
560,0.647135
561,1.4486
562,0.994904
563,2.39336
564,1.70199
565,3.33676
566,0.945322
567,0.614406
568,0.9528
569,0.421346
570,0.709142
571,0.91205
572,1.60047
573,2.36009
574,0.633814
575,0.956772
576,0.69108
577,1.19554
578,0.902849
579,1.20937
580,2.08402
581,0.912543
582,0.419035
583,1.18199
584,0.611402
585,0.78075
586,1.01432
587,0.488703
588,0.72673
589,0.694127
590,0.787887
591,1.46185
592,1.04789
593,0.939028
594,0.680042
595,1.07722
596,0.657638
597,0.692671
598,0.986403
599,1.27481
600,0.893151
601,0.62058
602,0.960424
603,0.715052
604,0.439684
605,0.81367
606,0.696143
607,1.11918
608,1.05306
609,1.23565
610,0.547222
611,1.59552
612,0.56819
613,0.939169
614,0.722383
615,1.22679
616,1.2902
617,0.772904
618,0.768434
619,0.714623
620,0.691564
621,0.699003
622,1.73014
623,0.631284
624,1.1344
625,0.568644
626,0.482054
627,0.603868
628,1.48112
629,0.552888
630,1.21653
631,0.87713
