MDTU,plaq,Re(det),Im(det),link
1,2.02697,3.81689,0.521528,0.235632
2,2.03654,3.93404,0.529188,0.236239
3,1.99178,3.65657,0.499045,0.230666
4,1.95606,3.40612,0.470165,0.226455
5,1.86942,2.83513,0.400755,0.217156
6,1.86859,3.04463,0.423626,0.215382
7,1.8479,2.94204,0.406898,0.212976
8,1.83789,2.98028,0.407322,0.210709
9,1.83899,3.02424,0.414209,0.210697
10,1.82483,2.97299,0.40319,0.208932
11,1.82483,2.97299,0.40319,0.208932
12,1.82483,2.97299,0.40319,0.208932
13,1.7407,2.52965,0.354488,0.19893
14,1.73362,2.45203,0.348271,0.198805
15,1.74429,2.49043,0.350366,0.199582
16,1.74429,2.49043,0.350366,0.199582
17,1.73323,2.46569,0.350953,0.19817
18,1.68759,2.30929,0.334266,0.192626
19,1.65607,2.11852,0.315675,0.189677
20,1.5928,1.757,0.27915,0.183621
21,1.60258,1.86243,0.285564,0.183881
22,1.60205,1.93528,0.295507,0.18296
23,1.58642,1.91404,0.286407,0.180876
24,1.58642,1.91404,0.286407,0.180876
25,1.54496,1.80763,0.277013,0.175493
26,1.51437,1.63562,0.262822,0.173045
27,1.5272,1.65737,0.263123,0.174744
28,1.5272,1.65737,0.263123,0.174744
29,1.5272,1.65737,0.263123,0.174744
30,1.5272,1.65737,0.263123,0.174744
31,1.50857,1.65189,0.262489,0.172122
32,1.50857,1.65189,0.262489,0.172122
33,1.49826,1.49692,0.242762,0.172314
34,1.50035,1.59333,0.250661,0.171559
35,1.52283,1.70548,0.270072,0.173487
36,1.52283,1.70548,0.270072,0.173487
37,1.49476,1.63409,0.258747,0.170305
38,1.49745,1.67485,0.27186,0.169959
39,1.49745,1.67485,0.27186,0.169959
40,1.51672,1.72253,0.270766,0.172312
41,1.50373,1.69674,0.272598,0.170857
42,1.45905,1.57813,0.256028,0.165536
43,1.46255,1.5858,0.264239,0.165986
44,1.4873,1.60083,0.262168,0.169589
45,1.4873,1.60083,0.262168,0.169589
46,1.4873,1.60083,0.262168,0.169589
47,1.46548,1.56852,0.264973,0.166979
48,1.43905,1.48301,0.24816,0.163885
49,1.43572,1.52013,0.250013,0.162887
50,1.43393,1.57458,0.254174,0.1621
51,1.38238,1.49934,0.244284,0.155125
52,1.38238,1.49934,0.244284,0.155125
53,1.38275,1.54072,0.247709,0.154786
54,1.38275,1.54072,0.247709,0.154786
55,1.36947,1.5396,0.251057,0.153143
56,1.33694,1.50197,0.245035,0.148479
57,1.33694,1.50197,0.245035,0.148479
58,1.31278,1.33384,0.225195,0.147013
59,1.31278,1.33384,0.225195,0.147013
60,1.33029,1.39002,0.233397,0.14908
61,1.35544,1.48968,0.244252,0.151672
62,1.35544,1.48968,0.244252,0.151672
63,1.34434,1.42315,0.235716,0.150603
64,1.34079,1.45515,0.239391,0.149944
65,1.35257,1.55285,0.248442,0.150344
66,1.35257,1.55285,0.248442,0.150344
67,1.35098,1.46662,0.24173,0.150949
68,1.35098,1.46662,0.24173,0.150949
69,1.3803,1.55132,0.256808,0.154581
70,1.35503,1.45899,0.24488,0.151858
71,1.35503,1.45899,0.24488,0.151858
72,1.30475,1.38049,0.234383,0.145717
73,1.26498,1.26065,0.219146,0.141281
74,1.31161,1.35279,0.229753,0.146685
75,1.32215,1.3687,0.23425,0.148032
76,1.32905,1.38058,0.241946,0.149065
77,1.3412,1.3997,0.242318,0.15061
78,1.3315,1.40118,0.241128,0.149049
79,1.35195,1.38714,0.244414,0.152209
80,1.33752,1.28074,0.23296,0.152031
81,1.33289,1.36515,0.243453,0.149764
82,1.33072,1.37819,0.240445,0.14951
83,1.31523,1.31123,0.231166,0.148065
84,1.31523,1.31123,0.231166,0.148065
85,1.31523,1.31123,0.231166,0.148065
86,1.27559,1.25012,0.224761,0.143093
87,1.27559,1.25012,0.224761,0.143093
88,1.3362,1.43527,0.24592,0.149587
89,1.3362,1.43527,0.24592,0.149587
90,1.30517,1.42015,0.243853,0.145381
91,1.28326,1.38818,0.23687,0.142336
92,1.27229,1.41613,0.239906,0.140596
93,1.27788,1.41669,0.23695,0.141305
94,1.30349,1.54833,0.254348,0.143644
95,1.30349,1.54833,0.254348,0.143644
96,1.30349,1.54833,0.254348,0.143644
97,1.32416,1.54351,0.254321,0.146563
98,1.31831,1.56445,0.261402,0.145592
99,1.31831,1.56445,0.261402,0.145592
100,1.3646,1.6588,0.277714,0.151313
101,1.35294,1.5934,0.26724,0.150283
102,1.36633,1.65008,0.268694,0.151717
103,1.36633,1.65008,0.268694,0.151717
104,1.29828,1.44314,0.242435,0.14407
105,1.30736,1.48563,0.251132,0.144894
106,1.33973,1.56821,0.264019,0.148455
107,1.33973,1.56821,0.264019,0.148455
108,1.30566,1.50179,0.252394,0.144503
109,1.30566,1.50179,0.252394,0.144503
110,1.30566,1.50179,0.252394,0.144503
111,1.29412,1.4322,0.246595,0.143038
112,1.29412,1.4322,0.246595,0.143038
113,1.30316,1.37059,0.234827,0.145163
114,1.32655,1.46535,0.242441,0.147189
115,1.32655,1.46535,0.242441,0.147189
116,1.33711,1.52825,0.255067,0.148132
117,1.33007,1.48455,0.249811,0.147624
118,1.32918,1.4792,0.252265,0.147847
119,1.30194,1.28916,0.228973,0.146398
120,1.30813,1.3342,0.23758,0.146576
121,1.30813,1.3342,0.23758,0.146576
122,1.29461,1.29107,0.232409,0.145402
123,1.32492,1.34558,0.241118,0.149007
124,1.32492,1.34558,0.241118,0.149007
125,1.32492,1.34558,0.241118,0.149007
126,1.2753,1.22305,0.225206,0.14346
127,1.34788,1.43953,0.255455,0.15123
128,1.32537,1.38623,0.245887,0.148839
129,1.32513,1.38696,0.244118,0.148503
130,1.27713,1.34872,0.238259,0.141997
131,1.29316,1.42928,0.246917,0.143572
132,1.2538,1.31383,0.235614,0.139435
133,1.32063,1.49929,0.258412,0.146785
134,1.32063,1.49929,0.258412,0.146785
135,1.34727,1.51702,0.261642,0.150356
136,1.35364,1.51924,0.260182,0.151333
137,1.28125,1.43217,0.248484,0.142056
138,1.2868,1.44627,0.254345,0.142332
139,1.30921,1.51192,0.266057,0.144862
140,1.3642,1.6874,0.284314,0.150843
141,1.3953,1.78219,0.292188,0.154527
142,1.29245,1.42013,0.247889,0.143707
143,1.32439,1.54953,0.265241,0.146522
144,1.34618,1.62449,0.273841,0.148699
145,1.34122,1.63298,0.273016,0.147885
146,1.35517,1.65148,0.275918,0.149503
147,1.38114,1.69943,0.28262,0.152607
148,1.38252,1.78347,0.293286,0.152372
149,1.37997,1.76681,0.289055,0.1522
150,1.37937,1.72643,0.282154,0.152548
151,1.33303,1.57801,0.270985,0.147511
152,1.33303,1.57801,0.270985,0.147511
153,1.38403,1.78551,0.29203,0.152831
154,1.38637,1.80394,0.295408,0.152377
155,1.36111,1.66689,0.27842,0.150442
156,1.36465,1.75623,0.28672,0.149986
157,1.35798,1.83409,0.295442,0.148232
158,1.36093,1.75793,0.28998,0.149553
159,1.35696,1.79885,0.291175,0.148564
160,1.3806,1.68327,0.283672,0.153151
161,1.37618,1.6919,0.281391,0.152432
162,1.37568,1.66777,0.287176,0.152818
163,1.37568,1.66777,0.287176,0.152818
164,1.37588,1.66844,0.282162,0.152707
165,1.35637,1.57256,0.272024,0.150879
166,1.38092,1.55795,0.271721,0.154449
