MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,3.91122,3.81732,0.851906
2,3.92308,3.83505,0.826433
3,3.80151,3.73975,0.682413
4,3.69569,3.64577,0.605425
5,3.49707,3.45967,0.510086
6,3.48513,3.41961,0.672638
7,3.39446,3.32292,0.69323
8,3.34669,3.29452,0.588592
9,3.34292,3.28327,0.628717
10,3.31287,3.22864,0.742309
11,3.31287,3.22864,0.742309
12,3.31287,3.22864,0.742309
13,3.14173,3.08355,0.601819
14,3.1706,3.12491,0.536316
15,3.16664,3.14102,0.402035
16,3.16664,3.14102,0.402035
17,3.12219,3.09625,0.401606
18,3.0435,3.01887,0.386408
19,3.00284,2.9593,0.509526
20,2.90163,2.8598,0.490906
21,2.90581,2.88371,0.357682
22,2.90332,2.87324,0.416808
23,2.8319,2.7972,0.441966
24,2.8319,2.7972,0.441966
25,2.76273,2.73654,0.379551
26,2.72969,2.71646,0.268498
27,2.75419,2.73035,0.36159
28,2.75419,2.73035,0.36159
29,2.75419,2.73035,0.36159
30,2.75419,2.73035,0.36159
31,2.7167,2.69715,0.325356
32,2.7167,2.69715,0.325356
33,2.68644,2.67278,0.270639
34,2.68956,2.68561,0.145666
35,2.73553,2.7333,0.110486
36,2.73553,2.7333,0.110486
37,2.69789,2.69309,0.160863
38,2.71192,2.70179,0.234142
39,2.71192,2.70179,0.234142
40,2.73161,2.71936,0.258382
41,2.7187,2.70663,0.255867
42,2.6499,2.63678,0.263368
43,2.69053,2.68148,0.220523
44,2.7368,2.72755,0.224894
45,2.7368,2.72755,0.224894
46,2.7368,2.72755,0.224894
47,2.71845,2.7149,0.138988
48,2.63152,2.62279,0.214103
49,2.59715,2.57186,0.36155
50,2.61275,2.58784,0.359938
51,2.50357,2.46012,0.464415
52,2.50357,2.46012,0.464415
53,2.51007,2.445,0.567849
54,2.51007,2.445,0.567849
55,2.48518,2.42501,0.543521
56,2.4113,2.35461,0.519786
57,2.4113,2.35461,0.519786
58,2.36648,2.3216,0.458669
59,2.36648,2.3216,0.458669
60,2.41661,2.38624,0.381904
61,2.4504,2.42416,0.357642
62,2.4504,2.42416,0.357642
63,2.4362,2.41053,0.352736
64,2.46069,2.44244,0.299097
65,2.44463,2.43658,0.198183
66,2.44463,2.43658,0.198183
67,2.43723,2.43015,0.185621
68,2.43723,2.43015,0.185621
69,2.53145,2.51837,0.256961
70,2.47056,2.46248,0.199642
71,2.47056,2.46248,0.199642
72,2.3689,2.35726,0.234491
73,2.30592,2.29793,0.191786
74,2.37123,2.3614,0.215653
75,2.39384,2.37775,0.277095
76,2.44998,2.43311,0.28698
77,2.46663,2.432,0.411878
78,2.45628,2.42892,0.365589
79,2.49032,2.47135,0.306802
80,2.49775,2.48243,0.276175
81,2.44994,2.43634,0.257872
82,2.46365,2.45407,0.217061
83,2.4318,2.42488,0.183306
84,2.4318,2.42488,0.183306
85,2.4318,2.42488,0.183306
86,2.37236,2.3698,0.110029
87,2.37236,2.3698,0.110029
