ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.986904,0.011038,null,null,null
-0.0410203,null,-0.0138751,null,null
-0.0195389,null,null,0.0324855,null
0.000338774,null,null,null,-0.00135837
0.988706,0.0170306,null,null,null
-0.0525292,null,-0.00526693,null,null
-0.00836221,null,null,0.0386058,null
-0.000325523,null,null,null,-0.00197883
0.987631,0.0140097,null,null,null
-0.0653924,null,-0.00551436,null,null
0.00156821,null,null,0.041613,null
0.00246437,null,null,null,0.00220216
0.987016,0.0160746,null,null,null
-0.0750321,null,-0.000648618,null,null
-0.00691887,null,null,0.0504891,null
9.5033e-05,null,null,null,0.000291069
0.982285,0.012531,null,null,null
-0.0639181,null,-0.00594529,null,null
0.00758365,null,null,0.049563,null
0.00300126,null,null,null,-0.00153336
0.987484,0.0110289,null,null,null
-0.0519787,null,-0.00182286,null,null
0.00211571,null,null,0.0648801,null
0.00115035,null,null,null,-0.000112602
0.987962,0.00973292,null,null,null
-0.039381,null,-0.00804726,null,null
-0.0198465,null,null,0.0502331,null
-0.000221294,null,null,null,-0.0036381
0.990406,-0.00236741,null,null,null
-0.0336895,null,-0.00150577,null,null
-0.0221397,null,null,0.072626,null
-0.00195698,null,null,null,-0.000766176
0.991705,-0.00472679,null,null,null
-0.0376026,null,-0.00848134,null,null
-0.0128765,null,null,0.071297,null
-0.000249553,null,null,null,0.0044557
0.991559,-0.000237699,null,null,null
-0.0239127,null,0.0115779,null,null
-0.00422686,null,null,0.0613303,null
0.00111568,null,null,null,0.00239035
0.991559,-0.000237699,null,null,null
-0.0239127,null,0.0115779,null,null
-0.00422686,null,null,0.0613303,null
0.00111568,null,null,null,0.00239035
0.991559,-0.000237699,null,null,null
-0.0239127,null,0.0115779,null,null
-0.00422686,null,null,0.0613303,null
0.00111568,null,null,null,0.00239035
0.988102,-0.00122049,null,null,null
-0.0628024,null,-0.00298179,null,null
-0.030564,null,null,0.0503795,null
-0.000558209,null,null,null,0.0015945
0.9856,0.00388544,null,null,null
-0.0673081,null,0.0110982,null,null
-0.0336626,null,null,0.0467012,null
-0.00114296,null,null,null,4.01059e-05
0.987208,0.00114117,null,null,null
-0.090944,null,0.00698879,null,null
-0.0387859,null,null,0.035064,null
-0.0024124,null,null,null,-0.000992764
0.987208,0.00114117,null,null,null
-0.090944,null,0.00698879,null,null
-0.0387859,null,null,0.035064,null
-0.0024124,null,null,null,-0.000992764
0.987544,-0.00476905,null,null,null
-0.0769546,null,0.0258385,null,null
-0.0372285,null,null,0.0291245,null
0.00125264,null,null,null,-0.00263797
0.986825,-0.00572029,null,null,null
-0.0702627,null,0.035367,null,null
-0.0401594,null,null,0.04654,null
-6.90881e-05,null,null,null,-0.000664766
0.982958,-0.00182427,null,null,null
-0.0652381,null,0.0234421,null,null
-0.0508023,null,null,0.0367017,null
0.000240079,null,null,null,-0.000772464
0.974056,0.00640332,null,null,null
-0.0770528,null,0.042777,null,null
-0.0437183,null,null,0.0334399,null
-0.00193076,null,null,null,-0.000493254
0.977636,0.0122828,null,null,null
-0.0880362,null,0.0511294,null,null
-0.0410151,null,null,0.0352145,null
0.000325999,null,null,null,0.000391843
0.981215,0.0105909,null,null,null
-0.102084,null,0.032967,null,null
-0.0514085,null,null,0.036261,null
-0.000626218,null,null,null,-0.00120874
0.983655,0.0141489,null,null,null
-0.0959946,null,0.0168796,null,null
-0.0373901,null,null,0.0363075,null
