MDTU,S_B
1,1.00121
2,0.998763
3,0.999867
4,0.998617
5,0.999075
6,1.00076
7,1.00052
8,0.999705
9,0.999814
10,1.00084
11,1.00084
12,1.00084
13,1.00026
14,1.00057
15,0.999615
16,0.999615
17,0.998997
18,1.0004
19,1.00192
20,0.999305
21,0.99963
22,1.00028
23,0.998271
24,0.998271
25,0.999588
26,1.0004
27,0.998201
28,0.998201
29,0.998201
30,0.998201
31,1.00034
32,1.00034
33,0.999592
34,1.00008
35,1.00073
36,1.00073
37,0.99976
38,1.00008
39,1.00008
40,0.999764
41,1.00042
42,0.99895
43,1.00077
44,0.999402
45,0.999402
46,0.999402
47,1.00183
48,0.9991
49,0.997933
50,0.99918
51,1.00084
52,1.00084
53,1.00073
54,1.00073
55,1.00086
56,0.999756
57,0.999756
58,0.997532
59,0.997532
60,0.999833
61,1.00085
62,1.00085
63,0.999384
64,1.00171
65,0.998997
66,0.998997
67,0.998474
68,0.998474
69,1.00081
70,1.00054
71,1.00054
72,1.00096
73,1.00045
74,0.998793
75,0.99857
76,1.00063
77,0.99923
78,0.998896
79,1.00006
80,1.00042
81,0.999546
82,0.999525
83,0.998771
84,0.998771
85,0.998771
86,0.999572
87,0.999572
88,0.999346
89,0.999346
90,1.00041
91,0.999938
92,1.00009
93,0.998011
94,1.0008
95,1.0008
96,1.0008
97,1.00041
98,0.999795
99,0.999795
100,1.00029
101,0.998753
102,0.999963
103,0.999963
104,0.999946
105,1.00091
106,1.00045
107,1.00045
108,1.0014
109,1.0014
110,1.0014
111,0.999595
112,0.999595
113,0.999346
114,0.999159
115,0.999159
116,1.00053
117,0.998465
118,0.99921
119,0.999178
120,1.00056
121,1.00056
122,1.00042
123,0.999659
124,0.999659
125,0.999659
126,0.999741
127,1.00109
128,0.999148
129,1.00082
130,0.999566
131,0.999643
132,1.00038
133,0.999405
134,0.999405
135,0.998659
136,0.99906
137,1.0001
138,1.0004
139,0.999634
140,0.999543
141,0.999461
142,0.999533
143,1.00077
144,0.998302
145,0.99982
146,1.00031
147,0.99836
148,0.999831
149,1.00159
150,0.999851
151,1.00143
152,1.00143
153,1.00012
154,1.00041
155,0.998372
156,1.00047
157,0.998764
158,1.00003
159,0.998052
160,1.00047
161,0.999882
162,1.00075
163,1.00075
164,0.998463
165,0.999157
166,0.999397
167,0.999397
168,1.00013
169,0.999372
170,0.998957
171,0.999992
172,1.00014
173,1.00029
174,0.999721
175,1.00024
176,1.0008
177,1.0008
178,1.00054
179,0.998766
180,0.999662
181,0.999897
182,1.00037
183,0.999554
184,0.999554
185,0.998708
186,0.999349
187,1.00024
188,1.00013
189,1.00175
190,0.999395
191,0.998933
192,0.999393
193,0.998136
194,1.00078
195,1.00118
196,1.00118
197,0.999784
198,0.998852
199,1.00013
200,0.999969
201,0.998091
202,0.998091
203,0.998827
204,0.999745
205,0.999443
206,1.00025
207,1.00025
208,1.00119
209,1.0003
210,0.998083
211,1.00054
212,0.999615
213,0.999615
214,1.00012
215,1.00012
216,0.999853
217,0.999616
218,0.999837
219,0.998824
220,0.998256
221,0.998256
222,0.999654
223,0.999607
224,0.998124
225,0.998124
226,0.998124
227,1
228,1.00049
229,1.00142
230,0.99951
231,1.00125
232,1.00036
233,0.998964
234,0.99924
235,1.00036
236,1.00093
237,0.999642
238,1.00004
239,1.00201
240,1.00051
241,0.998687
242,1.00126
243,0.999737
244,0.999491
245,0.999285
246,0.999845
247,0.99907
248,0.99999
249,0.999873
250,0.998885
251,0.998555
252,0.998555
253,1.0004
254,0.998662
255,0.999808
256,0.999808
257,1.00156
258,1.00156
259,1.00001
260,1.00003
261,1.00116
262,0.999626
263,0.999406
264,0.998235
265,0.998912
266,0.999932
267,0.999932
268,0.999167
269,0.999762
270,0.99894
271,1.001
272,0.999505
273,0.999982
274,0.999982
275,0.999474
276,0.999474
277,0.999474
278,0.999474
279,0.999775
280,1.00075
281,0.998355
282,1.00042
283,0.999903
284,0.999243
285,0.999243
286,0.9985
287,0.999377
288,0.999377
289,0.999377
290,0.999563
291,0.998956
292,1.00094
293,1.00094
294,1.00041
295,0.998101
296,0.998101
297,0.998101
298,0.998101
299,0.999847
300,0.999755
301,0.999783
302,1.00039
303,1.00121
304,0.999997
305,0.998861
306,0.999704
307,0.999056
308,0.999828
309,0.999828
310,0.999468
311,0.999101
312,0.999101
313,0.999817
314,1.00025
315,0.998447
316,0.998747
317,0.998747
318,1.00019
319,1.00019
320,0.997936
321,1.00081
322,0.998373
323,1.00039
324,0.999876
325,1.00003
326,1.00017
327,0.999457
328,0.997271
329,0.999712
330,0.999712
331,0.999915
332,1.00018
333,1.00018
334,1.00018
335,0.998816
336,0.99922
337,0.997952
338,0.997952
339,0.999133
340,1.00072
341,1.00106
342,1.00106
343,1.00106
344,1.00012
345,0.999896
346,1.00035
347,1.00035
348,1.00011
349,0.998477
350,0.999116
351,1.00058
352,1.00001
353,0.998617
