t,|deltaS|
1,0.6313
2,0.6101
3,0.05102
4,0.05779
5,0.02111
6,0.1164
7,0.06193
8,0.03179
9,0.07906
10,0.09061
11,0.06883
12,0.08834
13,0.03521
14,0.04624
15,0.04892
16,0.02421
17,0.007575
18,0.1165
19,0.03654
20,0.03939
21,0.4566
22,0.4311
23,0.2686
24,0.1444
25,0.1337
26,0.07288
27,0.06129
28,0.325
29,0.09891
30,0.421
31,0.2486
32,0.03084
33,0.1754
34,0.03619
35,0.027
36,0.5095
37,0.02833
38,0.287
39,0.3805
40,0.04762
41,0.1388
42,1.239
43,0.173
44,0.1512
45,0.1396
46,0.4182
47,1.529
48,0.003104
49,0.8938
50,0.3781
51,0.2428
52,0.1319
53,0.4505
54,0.4751
55,0.1114
56,0.6293
57,0.4645
58,1.393
59,0.1217
60,2.213
61,0.05666
62,0.482
63,1.208
64,0.1145
65,0.2145
66,0.6265
67,0.6358
68,1.441
69,1.16
70,0.9033
71,0.7461
72,0.4894
73,0.5396
74,0.1439
75,1.611
76,1.462
77,1.766
78,1.211
79,0.5468
80,0.1393
81,0.1554
82,0.9829
83,0.1862
84,0.007158
85,1.583
86,0.6583
87,0.7486
88,0.3745
89,0.3102
90,0.9323
91,0.4789
92,0.8408
93,1.798
94,0.03592
95,1.517
96,0.8147
97,1.185
98,0.2189
99,0.5107
100,0.7872
101,0.6636
102,0.3835
103,0.03421
104,0.012
105,0.1388
106,0.4337
107,0.4478
108,1.207
109,0.6734
110,0.9594
111,0.1848
112,0.004479
113,0.3076
114,0.5306
115,0.5194
116,0.6537
117,0.2817
118,1.056
119,0.3352
120,0.01088
121,1.231
122,0.6768
123,0.7926
124,0.2283
125,0.06421
126,0.2867
127,0.5857
128,0.3601
129,0.7164
130,0.907
131,0.3445
132,0.05143
133,0.4693
134,0.2691
135,1.217
136,0.3259
137,0.9223
138,1.15
139,0.8947
140,0.3584
141,1.065
142,0.2678
143,0.4105
144,0.7148
145,1.777
146,0.5855
147,0.1852
148,1.614
149,0.5119
150,0.09523
151,0.2869
152,0.3527
153,0.5346
154,0.6099
155,1.132
156,1.255
157,0.346
158,1.09
159,0.1848
160,1.161
161,0.5812
162,0.6783
163,0.848
164,0.04364
165,0.3182
166,0.4644
167,1.182
168,0.02851
169,0.05375
170,1.06
171,0.9113
172,0.2966
173,0.4534
174,0.9572
175,0.09804
176,0.6809
177,0.768
178,0.7775
179,0.3145
180,0.1763
181,0.00478
182,0.02917
183,0.3279
184,0.2039
185,0.3164
186,0.5686
187,1.425
188,0.1157
189,0.2898
190,0.07205
191,0.9013
192,0.2866
193,0.3154
194,1.402
195,0.9862
196,0.2449
197,0.2659
198,0.2284
199,0.3009
200,1.245
201,0.6394
202,0.3982
203,0.2159
204,1.435
205,0.1209
206,0.8727
207,0.3238
208,0.1372
209,0.394
210,0.4626
211,0.1283
212,1.743
213,0.6683
214,1.128
215,1.436
216,0.3048
217,0.3497
218,0.2957
219,0.02445
220,0.9518
221,0.5484
222,0.7035
223,0.7907
224,0.6938
225,0.6352
226,0.1381
227,0.4497
228,1.506
229,0.3361
230,0.9489
231,0.6472
232,0.312
233,1.051
234,2.033
235,0.7576
236,0.7563
237,0.2031
238,0.4189
239,0.01967
240,0.6117
241,0.2343
242,0.4598
243,0.1391
244,0.3623
245,0.1201
246,1.467
247,0.8532
248,0.3097
249,0.4265
250,0.7848
251,1.104
252,0.4946
253,0.4954
254,0.5363
255,0.9538
256,0.5989
257,0.4307
258,1.413
259,0.1992
260,1.233
261,0.2469
262,1.262
263,0.6357
264,0.6741
265,1.644
266,0.2849
267,0.8774
268,0.6878
269,0.7168
270,0.3667
271,1.05
272,0.2094
273,0.1904
274,0.7516
275,0.4246
276,0.07327
277,1.377
278,0.7553
279,1.662
280,0.8204
281,0.947
282,1.152
283,0.3299
284,0.1049
285,1.314
286,1.769
287,0.5235
288,1.086
289,0.5271
290,0.3053
291,0.9276
292,0.2524
293,0.9422
294,0.1257
295,0.1066
296,0.5907
297,0.7756
298,0.9392
299,0.5582
300,0.6666
301,0.8021
302,0.4362
303,0.5507
304,0.03313
305,0.8515
306,0.04279
307,0.514
308,0.5079
309,0.4358
310,0.287
311,0.9427
312,0.937
313,0.2947
314,0.2785
315,0.3434
316,0.05003
317,0.8578
318,1.17
319,0.4882
320,1.381
321,0.4078
322,0.6589
323,0.357
324,0.6373
325,0.839
326,0.9941
327,1.017
328,1.373
329,0.1153
330,0.105
331,0.4989
332,1.271
333,2.308
334,0.5201
335,0.02039
336,1.436
337,1.356
338,0.2634
339,0.7211
340,0.1674
341,0.6348
342,0.9218
343,0.3798
344,0.06753
345,0.143
346,0.01955
347,0.3011
348,0.1618
