t,cost
10,4338
20,4305.6
30,2107.44
40,2063.16
50,984.6
60,977.4
70,981.36
80,991.8
90,1005.12
100,1025.64
110,1071.36
120,1005.84
130,1036.44
140,1017
150,1024.56
160,1014.48
170,995.76
180,1000.08
190,1008
200,1021.32
210,1045.08
220,1058.04
230,1037.88
240,1037.52
250,1067.76
260,1060.92
270,1068.48
280,1092.24
290,1070.64
300,1067.4
310,1036.08
320,1058.4
330,1097.64
340,1095.12
350,1135.8
360,1200.6
370,1160.64
380,1119.6
390,1166.76
400,1145.52
410,1156.32
420,1152.36
430,1122.12
440,1134
450,1137.96
460,1137.96
470,1102.68
480,1103.04
490,1112.76
500,1130.4
510,1157.4
520,1163.52
530,1131.12
540,1125.72
550,1121.04
560,1113.12
570,1101.24
580,1114.2
590,1134.72
600,1118.52
610,26708.4
620,936
630,911.52
640,918.36
650,936
660,929.16
670,942.84
680,939.6
690,948.24
700,948.24
710,962.28
720,954
730,943.56
740,945.36
750,945.36
760,936
770,920.16
780,931.68
790,928.8
800,932.4
810,930.6
820,936.36
830,938.16
840,969.12
850,950.76
860,966.24
870,1073.16
880,1081.08
890,1081.44
900,1060.56
910,1059.12
920,1067.76
930,1064.52
940,1062.36
950,1062
960,1059.12
970,1048.68
980,1065.6
990,1064.88
1000,1109.16
1010,1081.8
1020,1069.2
1030,1093.32
1040,1062
1050,1059.12
1060,1089
1070,1066.68
1080,1053.72
1090,1074.6
1100,1070.28
1110,1054.8
1120,1071
1130,1102.68
1140,1076.04
1150,1087.92
1160,1063.08
1170,1058.04
1180,1067.4
1190,1058.04
1200,1065.24
1210,1046.16
1220,1055.16
1230,1064.16
1240,1064.88
1250,1078.56
1260,1063.44
1270,1064.16
1280,1059.84
1290,1056.96
1300,1053
1310,1060.2
1320,1091.16
1330,1080.72
1340,1074.6
1350,1076.4
1360,1062.72
1370,1062
1380,1078.56
1390,1071
1400,1076.4
1410,1073.16
1420,1072.8
1430,1069.2
1440,1075.68
1450,1065.24
1460,1063.8
1470,1067.04
1480,1050.48
1490,1062.36
1500,1072.08
1510,1069.56
1520,1065.24
1530,1077.48
1540,1109.88
1550,1095.48
1560,1091.88
1570,1098.36
1580,1058.76
1590,1064.88
1600,1051.2
1610,1059.12
1620,1053
1630,1063.8
1640,1057.68
1650,1029.6
1660,1054.8
1670,1062.72
1680,1077.84
1690,1069.2
1700,1061.64
1710,1065.6
1720,1060.2
1730,1060.2
1740,1050.84
1750,1046.88
1760,1056.6
1770,1054.08
1780,1084.68
1790,1069.92
1800,1056.24
1810,1062.36
1820,1060.92
1830,1067.04
1840,1070.28
1850,1060.56
1860,1068.12
1870,1074.96
1880,1058.76
1890,1066.68
1900,1103.4
1910,1086.48
1920,1056.96
1930,1044
1940,1035
1950,1031.76
1960,1030.68
1970,1052.28
1980,1031.04
1990,1086.84
2000,1058.4
2010,1074.96
2020,1077.48
2030,1081.08
2040,1073.16
2050,1093.32
2060,1077.12
2070,1085.04
2080,1084.68
2090,1054.8
2100,1056.24
2110,1061.28
2120,1031.76
2130,1054.8
2140,1067.76
2150,1064.52
2160,1087.92
2170,1091.52
2180,1088.64
2190,1090.08
2200,1071.72
2210,1074.96
2220,1063.08
2230,1066.32
2240,1098.36
2250,1102.32
2260,1093.68
2270,1072.44
2280,1077.48
2290,1080.72
2300,1048.32
2310,1057.32
2320,1049.76
2330,1036.08
2340,1056.6
2350,1053
2360,1063.44
2370,1054.44
2380,1103.04
2390,1087.92
2400,1075.32
2410,1048.32
2420,1069.92
2430,1087.92
2440,1078.56
2450,1073.16
2460,1066.68
2470,1077.48
2480,1079.28
2490,1064.16
2500,1087.56
2510,1124.64
2520,1092.24
2530,1084.32
2540,1086.84
2550,1086.12
2560,1082.52
2570,1091.16
2580,1078.56
2590,1062
2600,1064.88
2610,1054.08
2620,1059.48
2630,1054.44
2640,1056.6
2650,1064.52
2660,1051.92
2670,1056.24
2680,1072.08
2690,1072.8
2700,1067.04
2710,1091.88
2720,1073.52
2730,1077.12
2740,1076.04
2750,1077.12
2760,1058.4
2770,1051.56
2780,1079.64
2790,1069.56
2800,1077.84
2810,1069.92
2820,1071.36
2830,1101.24
2840,1081.44
2850,1090.8
2860,1090.44
2870,1049.04
2880,1045.44
2890,1052.28
2900,1034.28
2910,1030.32
2920,1046.16
2930,1055.52
2940,1045.44
2950,1035
2960,1057.68
2970,1039.32
2980,1040.04
2990,1039.32
3000,1050.48
3010,1040.4
3020,1039.68
3030,1044.36
3040,1030.68
3050,1051.2
3060,1056.6
3070,1048.32
3080,1050.12
3090,1029.96
3100,1033.2
3110,1059.84
3120,1003.32
3130,991.08
3140,1004.04
3150,1009.08
3160,1001.52
3170,993.96
