t,walltime
10,1205
20,1196
30,585.4
40,573.1
50,273.5
60,271.5
70,272.6
80,275.5
90,279.2
100,284.9
110,297.6
120,279.4
130,287.9
140,282.5
150,284.6
160,281.8
170,276.6
180,277.8
190,280
200,283.7
210,290.3
220,293.9
230,288.3
240,288.2
250,296.6
260,294.7
270,296.8
280,303.4
290,297.4
300,296.5
310,287.8
320,294
330,304.9
340,304.2
350,315.5
360,333.5
370,322.4
380,311
390,324.1
400,318.2
410,321.2
420,320.1
430,311.7
440,315
450,316.1
460,316.1
470,306.3
480,306.4
490,309.1
500,314
510,321.5
520,323.2
530,314.2
540,312.7
550,311.4
560,309.2
570,305.9
580,309.5
590,315.2
600,310.7
610,7419
620,260
630,253.2
640,255.1
650,260
660,258.1
670,261.9
680,261
690,263.4
700,263.4
710,267.3
720,265
730,262.1
740,262.6
750,262.6
760,260
770,255.6
780,258.8
790,258
800,259
810,258.5
820,260.1
830,260.6
840,269.2
850,264.1
860,268.4
870,298.1
880,300.3
890,300.4
900,294.6
910,294.2
920,296.6
930,295.7
940,295.1
950,295
960,294.2
970,291.3
980,296
990,295.8
1000,308.1
1010,300.5
1020,297
1030,303.7
1040,295
1050,294.2
1060,302.5
1070,296.3
1080,292.7
1090,298.5
1100,297.3
1110,293
1120,297.5
1130,306.3
1140,298.9
1150,302.2
1160,295.3
1170,293.9
1180,296.5
1190,293.9
1200,295.9
1210,290.6
1220,293.1
1230,295.6
1240,295.8
1250,299.6
1260,295.4
1270,295.6
1280,294.4
1290,293.6
1300,292.5
1310,294.5
1320,303.1
1330,300.2
1340,298.5
1350,299
1360,295.2
1370,295
1380,299.6
1390,297.5
1400,299
1410,298.1
1420,298
1430,297
1440,298.8
1450,295.9
1460,295.5
1470,296.4
1480,291.8
1490,295.1
1500,297.8
1510,297.1
1520,295.9
1530,299.3
1540,308.3
1550,304.3
1560,303.3
1570,305.1
1580,294.1
1590,295.8
1600,292
1610,294.2
1620,292.5
1630,295.5
1640,293.8
1650,286
1660,293
1670,295.2
1680,299.4
1690,297
1700,294.9
1710,296
1720,294.5
1730,294.5
1740,291.9
1750,290.8
1760,293.5
1770,292.8
1780,301.3
1790,297.2
1800,293.4
1810,295.1
1820,294.7
1830,296.4
1840,297.3
1850,294.6
1860,296.7
1870,298.6
1880,294.1
1890,296.3
1900,306.5
1910,301.8
1920,293.6
1930,290
1940,287.5
1950,286.6
1960,286.3
1970,292.3
1980,286.4
1990,301.9
2000,294
2010,298.6
2020,299.3
2030,300.3
2040,298.1
2050,303.7
2060,299.2
2070,301.4
2080,301.3
2090,293
2100,293.4
2110,294.8
2120,286.6
2130,293
2140,296.6
2150,295.7
2160,302.2
2170,303.2
2180,302.4
2190,302.8
2200,297.7
2210,298.6
2220,295.3
2230,296.2
2240,305.1
2250,306.2
2260,303.8
2270,297.9
2280,299.3
2290,300.2
2300,291.2
2310,293.7
2320,291.6
2330,287.8
2340,293.5
2350,292.5
2360,295.4
2370,292.9
2380,306.4
2390,302.2
2400,298.7
2410,291.2
2420,297.2
2430,302.2
2440,299.6
2450,298.1
2460,296.3
2470,299.3
2480,299.8
2490,295.6
2500,302.1
2510,312.4
2520,303.4
2530,301.2
2540,301.9
2550,301.7
2560,300.7
2570,303.1
2580,299.6
2590,295
2600,295.8
2610,292.8
2620,294.3
2630,292.9
2640,293.5
2650,295.7
2660,292.2
2670,293.4
2680,297.8
2690,298
2700,296.4
2710,303.3
2720,298.2
2730,299.2
2740,298.9
2750,299.2
2760,294
2770,292.1
2780,299.9
2790,297.1
2800,299.4
2810,297.2
2820,297.6
2830,305.9
2840,300.4
2850,303
2860,302.9
2870,291.4
2880,290.4
2890,292.3
2900,287.3
2910,286.2
2920,290.6
2930,293.2
2940,290.4
2950,287.5
2960,293.8
2970,288.7
2980,288.9
2990,288.7
3000,291.8
3010,289
3020,288.8
3030,290.1
3040,286.3
3050,292
3060,293.5
3070,291.2
3080,291.7
3090,286.1
3100,287
3110,294.4
3120,278.7
3130,275.3
3140,278.9
3150,280.3
3160,278.2
3170,276.1
