t,deltaS
1,1.326
2,1.314
3,1.362
4,0.01823
5,0.05949
6,-0.03384
7,-0.01314
8,-0.07783
9,0.1483
10,0.03145
11,-0.0688
12,-0.06715
13,-0.05612
14,-0.02045
15,-0.0507
16,-0.03246
17,0.03293
18,-0.02845
19,-0.03916
20,-0.1158
21,0.07526
22,0.2802
23,-1.385
24,0.4651
25,0.8625
26,-0.6393
27,-0.6812
28,-1.279
29,-0.7236
30,-1.453
31,0.1651
32,0.4603
33,0.7521
34,1.061
35,-2.447
36,-0.2377
37,-0.3613
38,-1.471
39,0.687
40,-1.336
41,0.2061
42,-0.6334
43,-0.06457
44,-1.347
45,0.999
46,-0.5232
47,-0.636
48,0.1333
49,-0.5743
50,-0.1631
51,0.2803
52,-2.166
53,-0.694
54,-0.2292
55,1.154
56,-1.064
57,1.89
58,-1.299
59,-1.39
60,0.7764
61,-0.7197
62,0.7617
63,1.108
64,-0.03258
65,-0.8815
66,1.457
67,-0.5523
68,-0.132
69,-0.471
70,-0.3581
71,0.5871
72,2.175
73,0.2758
74,-1.396
75,-1.253
76,1.351
77,-0.3386
78,0.638
79,0.2747
80,0.8508
81,1.272
82,-0.3275
83,-0.09207
84,0.3887
85,-0.5049
86,-0.05941
87,0.362
88,-1.434
89,0.774
90,-0.4126
91,-0.7214
92,-1.753
93,0.8578
94,-0.5988
95,1.219
96,0.4621
97,0.1805
98,-0.6138
99,1.009
100,-0.09851
101,0.06187
102,-0.4162
103,0.8079
104,0.04797
105,1.295
106,1.047
107,-1.37
108,0.0831
109,-0.3135
110,0.2519
111,-0.5853
112,0.7846
113,0.9745
114,1.222
115,0.6843
116,-0.4374
117,-0.534
118,1.028
119,0.2211
120,1.659
121,-0.05391
122,0.2032
123,-0.5119
124,-0.1639
125,-1.262
126,-1.091
127,-0.4439
128,-0.1054
129,0.394
130,0.4149
131,1.848
132,-0.349
133,1.131
134,-0.2138
135,-0.06577
136,0.5547
137,-0.6748
138,0.5048
139,-1.104
140,-1.948
141,0.4195
142,0.2605
143,0.221
144,-0.8457
145,-0.9318
146,-1.468
147,0.1994
148,1.018
149,0.5214
150,1.573
151,0.5893
152,1.382
153,0.4094
154,0.5397
155,-1.519
156,-0.2965
157,0.7172
158,0.8236
159,-0.2328
160,-0.4743
161,-0.3015
162,-0.1168
163,0.1862
164,0.6342
165,0.2744
166,-0.7126
167,2.555
168,-0.8892
169,-0.3965
170,1.016
171,0.3214
172,0.4975
173,-0.8672
174,1.015
175,-0.2815
176,-0.7815
177,0.6719
178,1.196
179,-0.2761
180,-0.6101
181,0.3236
182,-0.1402
183,-0.1752
184,-0.1435
185,0.1439
186,-0.4333
187,0.6633
188,-0.6246
189,-0.7843
190,0.7564
191,1.766
192,0.7365
193,0.3787
194,0.2355
195,0.1822
196,-0.1515
197,0.855
198,1.114
199,-0.1908
200,-0.9337
201,0.2307
202,1.107
203,-0.3431
204,1.441
205,-0.6029
206,0.04487
207,-0.7474
208,-0.5826
209,-1.081
210,-0.1112
211,-0.03615
212,-0.8722
213,-0.1827
214,-0.3819
215,1.229
216,0.08361
217,-0.3525
218,1.538
219,0.288
220,2.051
221,-0.7121
222,1.871
223,0.3245
224,0.8224
225,1.194
226,-0.08052
227,0.5638
228,0.4362
229,1.301
230,-1.785
231,-0.7926
232,0.0813
233,0.4535
234,-1.024
235,0.8647
236,-0.5071
237,-0.4018
238,0.7808
239,0.3036
240,-1.076
241,-0.08603
242,-1.642
243,0.8501
244,0.5669
245,1.514
246,1.314
247,1.704
248,2.255
249,0.4771
250,1.594
251,-0.6688
252,0.4951
253,-0.2248
254,-0.05274
255,0.8121
256,-0.4292
257,0.6136
258,2.864
259,-0.6224
260,-0.2997
261,1.463
262,0.4516
263,1.018
264,0.4415
265,0.1873
266,0.8946
267,0.5613
268,-0.3177
269,1.455
270,-0.2669
271,1.335
272,1.058
273,1.331
274,0.2841
275,-0.3105
276,0.3277
277,-1.188
278,-0.1252
279,1.385
280,0.1359
281,-1.28
282,1.326
283,-0.2977
284,-0.3539
285,0.4773
286,-1.816
287,1.984
288,0.08751
289,1.612
290,-0.257
291,-0.4003
292,0.5484
293,-0.3284
294,1.3
295,1.026
296,-0.6456
297,-1.59
298,-0.2811
299,-0.4147
300,1.238
301,-0.6402
302,0.6063
303,0.9957
304,-0.4796
305,-0.656
306,-0.3279
307,0.0686
308,1.475
309,-0.3294
310,0.2109
311,-0.09334
312,-1.166
313,0.3891
314,0.6161
315,0.01695
316,-0.1251
317,-0.3622
318,1.438
319,0.07021
320,0.3523
321,0.2321
322,1.073
323,1.467
324,-1.918
325,-0.6031
326,0.05626
327,1.106
328,-0.3716
329,3.327
330,1.033
331,1.579
332,-0.2365
333,0.00652
334,1.31
335,0.8524
336,0.5284
337,0.5433
338,-0.1329
339,-0.1624
340,0.7151
341,-0.2489
342,-0.02499
343,0.8696
344,1.352
345,0.3422
346,-0.577
347,2.172
348,-0.02458
349,2.395
350,-0.3762
351,0.3243
352,-0.3654
353,1.101
354,0.9019
355,3.022
356,0.4128
357,0.1446
358,-0.9533
359,-1.493
360,0.3362
361,-0.02494
362,0.2894
363,0.4118
364,2.343
365,1.584
366,-0.3684
367,0.1642
368,1.005
369,1.636
370,0.5782
371,-0.6091
372,-1.011
373,-0.1798
374,-0.8739
375,0.7906
376,-0.1669
377,0.8226
378,-1.316
379,0.3472
380,0.5056
381,0.8367
382,0.7074
383,-0.2097
384,-1.119
385,-0.6317
386,0.4956
387,0.7154
388,0.5209
389,0.6003
390,0.4278
391,0.3341
392,0.9358
393,1.673
394,1.993
395,1.242
396,-1.24
397,-0.7296
398,-0.4624
399,0.8498
400,0.8429
401,0.09177
402,-1.072
403,-0.255
404,0.02957
405,0.8933
406,-0.9104
407,0.1978
408,1.48
409,0.1791
410,-0.8658
411,0.3638
412,-0.5449
413,0.1691
414,-0.1709
415,0.4902
416,-1.319
417,1.58
418,-0.5661
419,-0.3224
420,0.2788
421,-0.3477
422,0.7768
423,-0.2836
424,0.06273
425,-1.019
426,-0.3782
427,-0.5826
428,0.5219
429,-0.1334
430,0.08265
431,0.3794
432,-2.02
433,0.6449
434,0.4782
435,-0.1699
436,2.833
437,-0.9257
438,-0.495
439,0.1893
440,1.063
441,-0.2956
442,-0.2357
443,0.6393
444,0.5723
445,-0.4362
446,0.5815
447,-0.8592
448,3.285
449,0.5782
450,0.8483
451,0.889
452,-0.0626
453,-0.6233
454,-0.5617
455,-0.05839
456,0.8088
457,-0.313
458,0.1332
459,0.8897
460,-0.831
461,-1.021
462,1.065
463,1.164
464,0.7204
465,-0.3054
466,1.089
467,0.3016
468,0.9383
469,0.6986
470,0.8014
471,2.342
472,-0.1562
473,0.1305
474,0.9602
