t,cond_num
10,6.85759
20,6.79494
30,6.79941
40,6.87629
50,6.81345
60,6.81273
70,6.79252
80,6.85056
90,6.7755
100,6.84879
110,6.84131
120,6.77455
130,6.83961
140,6.81106
150,6.83695
160,6.84731
170,6.80359
180,6.82303
190,6.81751
200,6.82053
210,6.79664
220,6.78655
230,6.8253
240,6.84885
250,6.81504
260,6.77992
270,6.79631
280,6.77186
290,6.81533
300,6.8044
310,6.81545
320,6.76952
330,6.80471
340,6.85874
350,6.78221
360,6.82067
370,6.8014
380,6.79955
390,6.8198
400,6.81472
410,6.8143
420,6.82996
430,6.8244
440,6.78446
450,6.81949
460,6.82675
470,6.79381
480,6.83849
490,6.86489
500,6.78856
510,6.88467
520,6.80895
530,6.89041
540,6.87086
550,6.81395
560,6.8351
570,6.81012
580,6.87256
590,6.83276
600,6.83235
610,6.82091
620,6.84792
630,6.83224
640,6.82535
650,6.83304
660,6.8403
670,6.82933
680,6.84439
690,6.83223
700,6.8033
710,6.84874
720,6.84356
730,6.81044
740,6.81431
750,6.81781
760,6.91083
770,6.8714
780,6.83055
790,6.80128
800,6.8444
810,6.82615
820,6.8119
830,6.8429
840,6.84727
850,6.79068
860,6.84741
870,6.79491
880,6.80237
890,6.87187
900,6.84304
910,6.80984
920,6.83247
930,6.86763
940,6.87506
950,6.79772
960,6.8279
970,6.80701
980,6.83494
990,6.82573
1000,6.87578
1010,6.84766
1020,6.80463
1030,6.80506
1040,6.83761
1050,6.78552
1060,6.84125
1070,6.81781
1080,6.82467
1090,6.8183
1100,6.76047
1110,6.81116
1120,6.87373
1130,6.83355
1140,6.81175
1150,6.78168
1160,6.81283
1170,6.83508
1180,6.83767
1190,6.7791
1200,6.8015
1210,6.86828
1220,6.79122
1230,6.82701
1240,6.83947
1250,6.81666
1260,6.88186
1270,6.8507
1280,6.82354
1290,6.79413
1300,6.85384
1310,6.83447
1320,6.83379
1330,6.81966
1340,6.83965
1350,6.79403
1360,6.80043
1370,6.79751
1380,6.80069
1390,6.80843
1400,6.83174
1410,6.84503
1420,6.86237
1430,6.78778
1440,6.84542
1450,6.83258
1460,6.78697
1470,6.78701
1480,6.83647
1490,6.78896
1500,6.82442
1510,6.81035
1520,6.80169
1530,6.87986
1540,6.85425
1550,6.82326
1560,6.82033
1570,6.8282
1580,6.83237
1590,6.8635
1600,6.83546
1610,6.88755
1620,6.8359
1630,6.78999
1640,6.83638
1650,6.84299
1660,6.87582
1670,6.79457
1680,6.80371
1690,nan
1700,6.8586
