t,walltime
10,1531
20,1486
30,447.3
40,434.6
50,433.4
60,421.8
70,431.6
80,431.7
90,425.1
100,420.1
110,412.9
120,424.4
130,416.5
140,410.6
150,410
160,415.9
170,414.5
180,407.9
190,406.2
200,386.7
210,384
220,389.1
230,438.7
240,431.6
250,420.6
260,414.1
270,405.7
280,403.7
290,415.1
300,414.9
310,410.7
320,413.5
330,412.7
340,417.5
350,410.4
360,413.6
370,411.9
380,411.3
390,409.1
400,489.5
410,509.9
420,426.5
430,413.5
440,403.9
450,401.4
460,402.7
470,401.8
480,402.6
490,403.3
500,403.4
510,406.6
520,401.8
530,413.1
540,417.7
550,408.1
560,398.2
570,409.3
580,425.8
590,423.5
600,435.8
610,453.2
620,436.6
630,433.4
640,438.4
650,431.5
660,434.9
670,436.9
680,443.6
690,435.3
700,438.4
710,429.6
720,437.4
730,426.4
740,441.9
750,439.8
760,440.2
770,432.7
780,435.9
790,438.9
800,551.3
810,569.5
820,572.4
830,566.9
840,561.9
850,570.2
860,558.8
870,581.1
880,578.4
890,568.7
900,582.3
910,568.5
920,569.8
930,563
940,552.2
950,587.2
960,433.5
970,454.7
980,438.4
990,442.4
1000,439.7
1010,438.2
1020,432.2
1030,431.8
1040,430.1
1050,427
1060,433.7
1070,436.9
1080,433.3
1090,428.1
1100,425.7
1110,424.9
1120,423.7
1130,429.2
1140,420.3
1150,417.6
1160,429.3
1170,436.8
1180,437.7
1190,429
1200,423.8
1210,420.6
1220,424.6
1230,422.2
1240,420.8
1250,418.6
1260,424.9
1270,426.3
1280,425.6
1290,424.1
1300,428.6
1310,419
1320,416
1330,417
1340,411.9
1350,412.3
1360,413.2
1370,410.9
1380,412.8
1390,410.7
1400,412.6
1410,412.1
1420,414.1
1430,411
1440,409.2
1450,412.7
1460,409.9
1470,413.3
1480,423.5
1490,489.7
1500,478.8
1510,473.6
1520,446
1530,457
1540,445.2
1550,439.6
1560,436.3
1570,425.4
1580,415.2
1590,422.6
1600,424.6
1610,446.3
1620,626.7
1630,564.7
1640,649.3
1650,523
1660,636.2
1670,573.2
1680,626.6
1690,535.9
1700,744.4
1710,696.4
1720,585.5
1730,386
1740,393.9
1750,393.8
1760,389.5
1770,390.2
1780,389.8
1790,393.9
1800,412.4
1810,516.4
1820,724.5
1830,584
1840,615.2
1850,901.6
1860,371.8
1870,370.7
1880,366.5
1890,369.1
1900,366.8
1910,363
1920,372.7
1930,371.8
1940,378.4
1950,374.3
1960,375.2
1970,368.6
1980,371.3
1990,365.7
2000,368.3
2010,370.6
2020,362.4
2030,362.3
2040,368.8
2050,365.5
2060,393.7
2070,390.1
2080,390.1
2090,391.9
2100,393.1
2110,391.3
2120,394.4
2130,391.5
2140,394.2
2150,390.5
2160,391.5
2170,390.2
2180,389.3
2190,391.5
2200,392.3
2210,391.9
2220,392.3
2230,388.9
2240,391.4
2250,394.9
2260,397.7
2270,398.9
2280,397.7
2290,399.1
2300,403.7
2310,396.1
2320,392.1
2330,393.2
2340,396.8
2350,403.2
2360,407.3
2370,410.1
2380,443.4
2390,420.6
2400,419.2
2410,436.8
2420,427.1
2430,424.9
2440,433.6
2450,423.5
2460,409.2
2470,404.5
2480,407.8
2490,402.4
2500,402.5
2510,404.8
2520,403.8
2530,415.4
2540,409.5
2550,408.7
2560,405.5
2570,427.7
2580,406.2
2590,402.6
2600,405.1
2610,402.9
2620,404
2630,409
2640,406.8
2650,405.6
2660,410.8
2670,407.6
2680,405.9
2690,400.9
2700,404.9
2710,404
2720,399.2
2730,402.7
2740,403.1
2750,404.2
2760,400.2
2770,397.8
2780,408.2
2790,407.9
2800,408.7
2810,408.5
2820,404.4
2830,403.4
2840,401.8
2850,401.8
2860,386.2
2870,389.9
2880,390.7
2890,386.9
2900,387.1
2910,387.6
2920,386.8
2930,384.2
2940,384.7
2950,386
2960,390.3
2970,391.2
2980,388.5
2990,387.4
3000,388.1
3010,383.3
3020,385.6
3030,387.5
3040,390.8
3050,392.4
3060,392.7
3070,394.7
3080,389
3090,388.6
3100,383.3
3110,385.2
3120,385.8
3130,385.4
3140,387.2
3150,388.3
3160,386.5
3170,386.4
3180,384.2
3190,382.6
3200,386.1
3210,387.5
3220,384.7
3230,385.3
3240,384.7
3250,389.4
3260,386
3270,379
3280,384.6
3290,380.7
3300,380
3310,382.2
3320,382.5
3330,382.3
3340,384.6
3350,381.7
3360,379.8
3370,383.4
3380,378.9
3390,374.8
3400,374.9
3410,378.3
3420,383.6
3430,383.9
3440,385
3450,384.7
3460,383.9
3470,381.4
3480,375.6
3490,379.8
3500,376.8
3510,376
3520,377.1
3530,375
3540,365.2
3550,365.2
3560,365.6
3570,362.4
3580,366.3
3590,369
3600,368.5
3610,369.3
3620,365.6
3630,365.3
3640,363.3
3650,366.8
3660,365.7
3670,363.5
3680,364.5
3690,375.3
3700,379
3710,383.8
3720,382.5
3730,383.2
3740,381.6
3750,380.8
3760,382.5
3770,370.7
3780,381.9
3790,379.3
3800,378.7
3810,374.9
3820,374.3
3830,374.1
3840,369.5
3850,375.3
3860,382
3870,384.7
3880,383.7
3890,382.7
3900,388.2
3910,386.3
3920,384.2
3930,382.8
3940,384.8
3950,384.1
3960,379.8
3970,376.9
3980,374.3
3990,367.4
4000,366.9
4010,368.5
4020,368.1
4030,366.2
4040,363.9
4050,364.2
4060,368.1
4070,365.8
4080,366.2
4090,365.5
4100,366.2
4110,364.1
4120,368.4
4130,366.8
4140,362.1
4150,366.3
4160,363.2
4170,363.8
4180,362.7
4190,364
4200,367.6
4210,366.3
4220,364.7
