t,|deltaS|
1,0.9725
2,0.03093
3,0.06421
4,0.03633
5,0.001716
6,0.119
7,0.1625
8,0.0006708
9,0.0593
10,0.02093
11,0.08768
12,0.01729
13,0.1749
14,0.3994
15,0.02271
16,0.04715
17,0.04133
18,0.2773
19,0.2808
20,0.3045
21,0.6253
22,0.322
23,0.1802
24,0.5157
25,0.5768
26,0.8701
27,0.2486
28,0.01487
29,0.6997
30,0.3107
31,1.1
32,0.0856
33,0.5898
34,1.604
35,1.168
36,0.4502
37,0.1078
38,0.6319
39,1.389
40,0.6259
41,0.162
42,1.001
43,0.5709
44,1.052
45,1.133
46,0.246
47,0.7064
48,0.2803
49,0.9884
50,1.111
51,0.4906
52,1.329
53,0.3325
54,0.2108
55,1.25
56,0.4367
57,1.545
58,0.01027
59,1.014
60,2.819
61,1
62,0.2073
63,0.2774
64,0.5667
65,0.4622
66,0.3797
67,1.616
68,0.1246
69,0.4621
70,1.779
71,0.9761
72,0.9374
73,0.05107
74,0.8448
75,0.5656
76,0.248
77,1.474
78,0.171
79,0.07739
80,0.5688
81,0.471
82,0.5233
83,0.6632
84,0.6998
85,0.2746
86,0.2343
87,1.414
88,0.311
89,0.6026
90,0.3414
91,0.4117
92,0.6517
93,0.1895
94,0.7881
95,0.6966
96,0.04695
97,0.8385
98,0.4808
99,0.5271
100,1.091
101,1.163
102,0.2128
103,0.3463
104,0.1349
105,0.1312
106,0.9748
107,0.04853
108,0.6005
109,0.3577
110,0.6603
111,0.4707
112,1.353
113,1.101
114,0.5023
115,0.05573
116,0.9187
117,2.292
118,1.261
119,0.04812
120,1.324
121,0.2191
122,0.6659
123,0.9673
124,0.6705
125,1.068
126,0.3073
127,0.3083
128,1.236
129,0.02547
130,1.17
131,0.6726
132,0.2436
133,1.184
134,0.8478
135,0.6497
136,1.044
137,1.162
138,1.061
139,0.2111
140,0.08605
141,0.892
142,0.975
143,0.5922
144,0.1572
145,0.9964
146,0.1647
147,0.2247
148,1.015
149,0.06247
150,1.043
151,0.1542
152,0.5204
153,1.379
154,1.896
155,0.4362
156,0.5508
157,0.204
158,1.487
159,0.6087
160,0.4058
161,0.4927
162,1.243
163,1.47
164,0.1385
165,1.216
166,1.446
167,1.448
168,0.7411
169,0.5571
170,0.2038
171,0.7091
172,0.1835
173,0.3988
174,0.1162
175,0.5076
176,0.01334
177,0.254
178,1.019
179,0.8239
180,1.271
181,2.251
182,1.026
183,0.7658
184,0.1312
185,0.1522
186,0.1716
187,0.1659
188,1.653
189,1.136
190,0.6035
191,1.618
192,0.2558
193,1.817
194,0.2427
195,0.02212
196,0.9402
197,1.414
198,0.9311
199,0.3784
200,0.8439
201,0.01097
202,0.4745
203,0.5675
204,1.113
205,0.6814
206,1.085
207,0.2676
208,0.8085
209,2.011
210,0.01737
211,0.9205
212,0.04466
213,0.1775
214,0.1102
215,0.276
216,1.238
217,0.2318
218,0.0679
219,0.003016
220,0.8377
221,0.3306
222,1.172
223,0.4011
224,0.9327
225,0.2438
226,0.6413
227,0.7542
228,1.077
229,0.566
230,0.9199
231,0.5219
232,0.4709
233,0.8911
234,1.832
235,0.7739
236,0.2636
237,0.1089
238,0.04567
239,0.1166
240,0.5993
241,1.586
242,0.4789
243,0.2674
244,0.1291
245,0.456
246,1.201
247,0.3246
248,0.4272
249,0.445
250,0.08419
251,0.1139
252,0.2246
253,0.2002
254,0.7497
255,1.834
256,1.544
257,0.2656
258,0.7652
259,0.137
260,0.5962
261,1.801
262,0.7244
263,0.8871
264,1.381
265,0.05565
266,0.1554
267,0.7477
268,0.3544
269,0.8064
270,0.01588
271,0.01385
272,0.2515
273,0.1188
274,0.9098
275,0.6003
276,0.08072
277,0.3008
278,1.606
279,0.6967
280,0.457
281,0.8733
282,0.7113
283,1.214
284,0.05345
285,1.071
286,0.07457
287,1.84
288,1.111
289,0.6186
290,0.8384
291,0.5692
292,0.2537
293,0.6639
294,0.9987
295,1.094
296,0.0815
297,0.2837
298,0.422
299,0.01756
300,0.8001
301,1.001
302,1.386
303,0.7744
304,0.2088
305,0.6427
306,0.1548
307,0.3902
308,1.156
309,0.3129
310,0.2829
311,1.641
312,0.04889
313,0.6006
314,0.3146
315,0.2088
316,1.322
317,0.5473
318,1.597
319,1.155
320,0.5246
321,0.09551
322,2.053
323,0.3453
