t,walltime
10,1251
20,587.1
30,447
40,312
50,354.8
60,367.5
70,366.1
80,363
90,366
100,369.5
110,322.2
120,318.5
130,319.1
140,322.1
150,321.1
160,323
170,325.6
180,320.9
190,319.2
200,317
210,304.1
220,304.8
230,305.1
240,302.8
250,302.3
260,306.6
270,302.9
280,301.1
290,287.7
300,282.5
310,280.5
320,279
330,299.9
340,296.6
350,302.9
360,301.3
370,303.9
380,307.4
390,301.1
400,299.2
410,301.2
420,302.5
430,305.5
440,311
450,312.3
460,512.8
470,407.9
480,436.5
490,420.4
500,383
510,372.6
520,370.8
530,360.8
540,365.6
550,373.9
560,358.7
570,372.4
580,370.6
590,371.1
600,401
610,478.9
620,420.9
630,452.2
640,428.1
650,452.1
660,444.7
670,419.3
680,496.2
690,492.1
700,337
710,335.9
720,328.1
730,332.7
740,334.8
750,333.9
760,332.7
770,335.1
780,330.5
790,337.1
800,340.2
810,334.7
820,331.6
830,316
840,320.6
850,332
860,315.9
870,320.3
880,316.1
890,315.9
900,317.9
910,313.8
920,312.1
930,311.9
940,311
950,311.3
960,315.8
970,309
980,300.1
990,306.8
1000,317.2
1010,315.3
1020,296.2
1030,294.9
1040,296.4
1050,305.3
1060,308.4
1070,307.5
1080,307.3
1090,309
1100,311.7
1110,310
1120,316.4
1130,308.4
1140,311.8
1150,317
1160,323
1170,319
1180,314.5
1190,309.7
1200,335.8
1210,342
1220,341
1230,337.1
1240,332.5
1250,333.7
1260,344.9
1270,343.5
1280,339.9
1290,330.4
1300,335.1
1310,339
1320,335.9
1330,333.6
1340,337.8
1350,338.4
1360,331.5
1370,327.1
1380,335.9
1390,332.7
1400,330.8
1410,339.6
1420,331.8
1430,335.9
1440,335.7
1450,306.5
1460,304
1470,299.4
1480,301.3
1490,302.5
1500,312.1
1510,306
1520,308.1
1530,309.9
1540,311.6
1550,309.4
1560,303.3
1570,311.2
1580,311.5
1590,319.2
1600,316.3
1610,317.5
1620,321.9
1630,314.2
1640,321.3
1650,322.8
1660,315.4
1670,317
1680,315.7
1690,316.7
1700,315.6
1710,310.1
1720,309.1
1730,318
1740,318.8
1750,320.1
1760,316
1770,316.9
1780,310.3
1790,314.8
1800,307.7
1810,315.3
1820,311.7
1830,318.8
1840,307.8
1850,307.6
1860,302.6
1870,295.3
1880,286.5
1890,286.5
1900,291.5
1910,285.1
1920,285.4
1930,288.9
1940,289.3
1950,308.4
1960,320.3
1970,327.5
1980,325.3
1990,322.7
2000,313.1
2010,322.5
2020,320.6
2030,320.9
2040,321.3
2050,313
2060,320.3
2070,324
2080,316.2
2090,303.3
2100,312.9
2110,317.6
2120,318.5
2130,317.7
2140,310
2150,314.5
2160,318.4
2170,315.9
2180,315.3
2190,317.9
2200,314.1
2210,312.5
2220,309.4
2230,307.9
2240,296.9
2250,320
2260,305
2270,298.9
2280,305.5
2290,309.7
2300,311.7
2310,309.6
2320,285.2
2330,291.6
2340,304.3
2350,299.4
2360,284.6
2370,271.9
2380,284.8
2390,285.8
2400,290.9
2410,281.5
2420,287.8
2430,292
2440,295.8
2450,318.3
2460,330.5
2470,318.8
2480,322.2
2490,321.8
2500,316.9
2510,304.5
2520,332.4
2530,335.2
2540,326.4
2550,331.7
2560,302.1
2570,310.5
2580,319
2590,311
2600,310.8
2610,317.1
2620,324.2
2630,335
2640,336.3
2650,340.2
2660,333.5
2670,330.4
2680,338.1
2690,334.5
2700,304.6
2710,314.8
2720,329.3
2730,326.5
2740,317.8
2750,331
2760,330.3
2770,336.5
2780,343.2
2790,336.6
2800,326.8
2810,336.6
2820,306.2
2830,302.5
2840,306
2850,310.6
2860,311.7
2870,298.9
2880,296.7
2890,292.2
2900,295.3
2910,280.6
2920,317.9
2930,326.8
2940,306.6
2950,292.5
2960,301.9
2970,294.4
2980,292
2990,288
