MDTU,plaq_ss,plaq_st
1,0.788618,0.79027
2,0.787582,0.80462
3,0.781623,0.80389
4,0.783966,0.802832
5,0.777463,0.800487
6,0.779236,0.809909
7,0.783029,0.814256
8,0.783448,0.814312
9,0.789242,0.820934
10,0.787005,0.826421
11,0.783026,0.828874
12,0.786332,0.831799
13,0.796989,0.829457
14,0.796989,0.829457
15,0.803458,0.834751
16,0.801424,0.834114
17,0.795917,0.833124
18,0.792176,0.839206
19,0.790413,0.835142
20,0.790413,0.835142
21,0.790413,0.835142
22,0.790413,0.835142
23,0.791663,0.844138
24,0.794767,0.852717
25,0.794589,0.853398
26,0.805013,0.862905
27,0.807258,0.867788
28,0.810784,0.86468
29,0.819761,0.874876
30,0.811893,0.874549
31,0.818191,0.877757
32,0.813798,0.873873
33,0.813798,0.873873
34,0.8172,0.882259
35,0.8172,0.882259
36,0.8172,0.882259
37,0.827236,0.884091
38,0.827236,0.884091
39,0.831272,0.896018
40,0.841805,0.895673
41,0.843981,0.900683
42,0.843981,0.900683
43,0.840603,0.904768
44,0.840603,0.904768
45,0.840603,0.904768
46,0.840603,0.904768
47,0.839848,0.912473
48,0.839403,0.913595
49,0.839403,0.913595
50,0.839403,0.913595
51,0.83475,0.908371
52,0.83475,0.908371
53,0.841379,0.910218
54,0.84074,0.911484
55,0.842829,0.91818
56,0.844234,0.921935
57,0.844234,0.921935
58,0.84504,0.920378
59,0.84504,0.920378
60,0.84504,0.920378
61,0.850445,0.923503
62,0.853538,0.929525
63,0.860174,0.93061
64,0.861213,0.929983
65,0.866837,0.929227
66,0.862101,0.93122
67,0.862101,0.93122
68,0.866504,0.936681
69,0.876234,0.936378
70,0.876234,0.936378
71,0.871874,0.942206
72,0.877293,0.946027
73,0.877474,0.940829
74,0.877474,0.940829
75,0.877474,0.940829
76,0.872185,0.929209
77,0.875952,0.929022
78,0.876409,0.93348
79,0.880829,0.937514
80,0.8839,0.939065
81,0.880984,0.935453
82,0.886177,0.947589
83,0.893051,0.953974
84,0.885603,0.957927
85,0.891852,0.955814
86,0.890322,0.955615
87,0.890322,0.955615
88,0.889808,0.966719
89,0.890838,0.965976
90,0.887217,0.968614
91,0.88837,0.97486
92,0.894655,0.98586
93,0.894655,0.98586
94,0.894655,0.98586
95,0.894655,0.98586
96,0.893778,0.984166
97,0.902765,0.977539
98,0.901923,0.979027
99,0.900682,0.971697
100,0.900682,0.971697
101,0.900682,0.971697
102,0.896939,0.977566
103,0.900133,0.981272
104,0.898711,0.973002
105,0.897741,0.969903
106,0.895825,0.972404
107,0.897972,0.973082
108,0.897972,0.973082
109,0.899102,0.965886
110,0.895765,0.981742
111,0.896398,0.986145
112,0.910795,0.986979
113,0.910795,0.986979
114,0.91515,0.992119
115,0.90962,0.994119
116,0.910093,0.989423
117,0.910093,0.989423
118,0.910093,0.989423
119,0.903635,0.982387
120,0.903635,0.982387
121,0.915427,0.990052
122,0.911514,0.988138
123,0.91247,0.986324
124,0.909684,0.985599
125,0.910111,0.996074
126,0.911602,0.989685
127,0.911602,0.989685
128,0.904487,0.983419
129,0.903891,0.975617
130,0.903891,0.975617
131,0.907016,0.977694
132,0.899108,0.982237
133,0.899108,0.982237
134,0.899108,0.982237
135,0.90186,0.979323
136,0.909745,0.985361
137,0.909745,0.985361
138,0.909745,0.985361
139,0.902616,0.981376
140,0.908435,0.976242
141,0.908435,0.976242
142,0.908435,0.976242
143,0.919822,0.979436
144,0.921774,0.980804
145,0.921774,0.980804
146,0.918304,0.978899
147,0.911273,0.981822
148,0.914351,0.987643
149,0.921221,0.989535
150,0.915932,0.992611
151,0.908642,0.983193
152,0.908642,0.983193
153,0.908642,0.983193
154,0.908642,0.983193
155,0.908642,0.983193
156,0.908536,0.980604
157,0.902152,0.977833
158,0.902152,0.977833
159,0.90004,0.979798
160,0.897249,0.987331
161,0.897249,0.987331
162,0.897249,0.987331
163,0.897249,0.987331
164,0.892968,0.979616
165,0.888225,0.975358
166,0.894564,0.983763
167,0.894564,0.983763
168,0.892875,0.978038
169,0.892875,0.978038
170,0.888252,0.981743
171,0.897303,0.988027
172,0.897303,0.988027
173,0.893108,0.988622
174,0.893108,0.988622
175,0.898717,0.991331
176,0.902276,0.996729
177,0.900234,0.990546
178,0.900234,0.990546
179,0.903175,0.996532
180,0.903175,0.996532
181,0.903175,0.996532
182,0.913601,0.995509
183,0.913601,0.995509
184,0.912397,0.996664
185,0.913133,0.993363
186,0.914898,0.988792
187,0.914898,0.988792
188,0.914898,0.988792
189,0.914898,0.988792
190,0.914898,0.988792
191,0.914898,0.988792
192,0.92028,0.9907
193,0.92028,0.9907
194,0.90877,0.986308
195,0.904167,0.988276
196,0.914662,0.98873
197,0.914662,0.98873
198,0.914662,0.98873
199,0.910324,0.984142
200,0.915613,0.988946
201,0.914211,0.991216
202,0.911902,0.987883
203,0.911902,0.987883
204,0.918138,0.986468
205,0.917708,0.98324
206,0.915888,0.986655
207,0.915888,0.986655
208,0.915888,0.986655
209,0.915888,0.986655
210,0.918455,0.980976
211,0.918455,0.980976
212,0.92431,0.978138
213,0.921528,0.983338
214,0.927694,0.983603
215,0.927694,0.983603
216,0.927694,0.983603
217,0.927617,0.979431
218,0.924945,0.975416
219,0.922963,0.979004
220,0.922963,0.979004
221,0.925003,0.981295
222,0.925679,0.983351
223,0.917993,0.986823
224,0.91696,1.00015
225,0.916946,1.00438
226,0.923455,0.999702
227,0.921215,1.0006
228,0.921215,1.0006
229,0.924792,1.00657
230,0.926374,0.998282
231,0.930392,1.00436
232,0.925253,1.00004
233,0.925253,1.00004
234,0.925253,1.00004
235,0.928276,1.00072
236,0.926903,0.990462
237,0.927679,0.986053
238,0.923498,0.987741
239,0.92103,0.995503
240,0.92103,0.995503
241,0.92103,0.995503
242,0.920334,0.998109
243,0.913798,0.993476
244,0.91203,1.00448
245,0.912311,1.00016
246,0.914985,1.0004
247,0.913347,0.998396
248,0.913597,0.995518
249,0.913501,0.99382
250,0.906435,0.990939
251,0.915591,0.988452
252,0.912612,0.978868
253,0.913701,0.979036
254,0.908278,0.977634
255,0.908278,0.977634
256,0.908278,0.977634
257,0.908278,0.977634
258,0.906296,0.991912
259,0.908968,0.98063
260,0.908968,0.98063
261,0.908968,0.98063
262,0.910105,0.972513
263,0.910105,0.972513
264,0.912618,0.980258
265,0.90433,0.979529
266,0.911339,0.968167
267,0.911339,0.968167
268,0.900989,0.972622
269,0.896594,0.976842
270,0.911398,0.971558
271,0.905795,0.964542
272,0.905972,0.978195
273,0.902343,0.980048
274,0.898877,0.982839
275,0.898877,0.982839
276,0.89546,0.98105
277,0.890368,0.969084
278,0.890368,0.969084
279,0.885726,0.96491
280,0.890893,0.973295
281,0.898003,0.976584
282,0.898003,0.976584
283,0.894338,0.976589
284,0.899057,0.973053
285,0.899057,0.973053
286,0.886615,0.974453
287,0.886568,0.978585
288,0.891067,0.986838
289,0.894498,0.985251
