t,|deltaS|
1,3.785
2,0.1117
3,0.892
4,1.089
5,1.182
6,1.119
7,1.239
8,1.208
9,1.088
10,1.053
11,0.8731
12,0.8196
13,0.7579
14,0.8259
15,0.8317
16,0.7314
17,0.8636
18,0.6834
19,0.8192
20,0.7206
21,0.6909
22,0.6237
23,0.3786
24,0.5961
25,0.5876
26,0.498
27,0.4684
28,0.5252
29,0.4098
30,0.5374
31,0.56
32,0.397
33,0.3776
34,0.5101
35,0.3809
36,0.3091
37,0.5984
38,0.2937
39,0.5132
40,0.4095
41,0.4114
42,0.3316
43,0.4973
44,0.4231
45,0.3169
46,0.3131
47,0.5594
48,0.6034
49,0.4207
50,0.4177
51,0.6055
52,0.4639
53,0.7484
54,0.7717
55,0.4591
56,0.2767
57,0.3838
58,0.598
59,0.6912
60,0.3617
61,0.6334
62,0.7733
63,0.2599
64,0.4615
65,0.5862
66,0.6333
67,0.7147
68,0.1084
69,0.08681
70,0.2183
71,0.3866
72,0.9691
73,0.08972
74,0.8203
75,0.6848
76,0.3092
77,0.6795
78,0.5328
79,0.7259
80,0.9666
81,0.03172
82,0.02665
83,0.4524
84,1.506
85,1.767
86,0.2372
87,0.5974
88,0.5666
89,1.556
90,0.7947
91,0.6093
92,0.6937
93,0.001089
94,0.1161
95,0.5105
96,1.034
97,0.1838
98,0.1432
99,0.4414
100,0.1093
101,0.02609
102,0.6091
103,0.0572
104,0.2499
105,0.4924
106,0.29
107,0.2346
108,0.9568
109,0.3747
110,0.5959
111,0.07439
112,0.1224
113,0.1139
114,0.3115
115,1.071
116,0.02721
117,0.03036
118,0.3991
119,0.8695
120,0.2575
121,0.4118
122,0.4348
123,0.007079
124,0.6624
125,0.4137
126,0.4894
127,0.4348
128,0.3153
129,1.485
130,0.1351
131,0.3372
132,0.009467
133,0.1227
134,0.7064
135,0.5648
136,0.2644
137,0.7374
138,0.1519
139,0.4757
140,0.5754
141,0.7574
142,1.512
143,0.1194
144,0.1832
145,0.5756
146,0.3957
147,0.2721
148,0.4795
149,0.9445
150,0.05265
151,0.06566
152,0.8356
153,0.7042
154,1.285
155,0.5782
156,1.075
157,0.2536
158,0.5396
159,0.3486
160,0.9314
161,0.2462
162,1.102
163,1.315
164,0.0329
165,0.6495
166,0.457
167,0.6639
168,0.232
169,0.1777
170,0.4014
171,0.03959
172,0.2084
173,0.8393
174,0.624
175,0.5807
176,0.5834
177,0.7581
178,0.6046
179,0.4543
180,0.9448
181,0.3426
182,1.122
183,0.4005
184,0.253
185,0.24
186,0.5804
187,0.8008
188,0.348
189,1.555
190,1.949
191,0.1703
192,0.4358
193,0.8581
194,1.315
195,0.6535
196,0.1161
197,0.7186
198,0.104
199,0.1138
200,0.3408
201,0.2105
202,0.1715
203,0.4918
204,0.3671
205,0.9944
206,0.4788
207,0.625
208,0.7675
209,0.7062
210,0.7231
211,0.2068
212,0.1068
213,0.6559
214,0.5032
215,0.6103
216,1.064
217,0.3528
218,1.356
219,0.4596
220,0.459
221,1.371
222,2.245
223,0.07465
224,0.8542
225,0.8278
226,2.087
227,0.006214
228,2.185
229,1.982
230,0.02084
231,0.8916
