MDTU,susyTrans,Im(bilin)
10,-0.0277457,0.00201783
20,-0.0141951,-0.000919712
30,-0.00716122,0.000552096
40,-0.00872224,-0.00200776
50,-0.00329282,0.000373495
60,0.00157192,0.000850831
70,-0.00360017,0.000642175
80,-0.00292284,0.00121477
90,-0.00472373,0.000937227
100,-0.00204626,0.000424464
110,-0.00601133,0.000238872
120,-0.00244161,0.000311266
130,0.00221156,-0.00154388
140,-0.00106996,-0.00296318
150,0.00200187,0.00115479
160,-0.000778028,0.0010068
170,-0.00110785,0.000507707
180,-0.00201659,8.57478e-05
190,-0.00586051,0.000849132
200,0.000461151,-0.00441876
210,0.000746396,0.000613356
220,0.00210667,0.00261823
230,-0.000546176,-0.00139149
240,0.00174065,0.000622667
250,-0.00302492,0.00202296
260,-0.00197138,-0.00105072
270,-0.000143291,0.00125223
280,-0.00168341,0.00053914
290,-0.00122288,-0.000579257
300,-0.00553992,0.00183008
310,-0.00244421,-0.000219142
320,-0.0020551,-0.00332401
330,-0.00123677,0.00200432
340,-0.00187837,-6.44584e-05
350,-0.000347608,0.000407438
360,-0.00198642,-0.000374986
370,0.000470097,-0.00262874
380,-0.000122325,0.000467391
390,-0.00102738,-3.7897e-05
400,-0.00312197,-0.000405876
410,0.0017795,-0.00018583
420,-0.00542587,0.00268739
430,-0.0011222,0.00117523
440,0.000103475,0.00302727
450,-0.00301759,0.00223202
460,-0.00580373,0.000431084
470,-0.000734174,-0.00587082
480,-0.000931184,0.00098985
490,-0.000650538,0.000523539
500,-4.77382e-05,0.000943553
510,-0.00204331,0.0033346
520,0.000212183,0.000769425
530,-0.00225174,-0.000363226
540,-0.00350361,2.01696e-05
550,-0.00268188,0.000841555
560,0.00169324,0.000676095
570,-0.00653386,0.00175328
580,-0.00216726,-0.000350386
590,-0.00083317,-0.00136249
600,-0.00222502,8.35771e-05
610,-0.000121964,0.00132363
620,0.0016088,0.00130474
630,-0.00188984,-0.000833402
640,-0.00208297,-0.0022294
650,-0.000735813,0.00105206
660,0.000339364,0.00172514
670,-0.00401073,-0.00141412
680,-0.00206371,0.000195
690,0.000209575,-0.000566109
700,-0.00164755,0.000591498
710,-0.00412613,-0.00053187
720,0.00601041,-0.0020837
730,0.00172366,0.00123527
740,-0.000863367,-0.00156312
750,-0.00120268,0.00148737
760,0.000198967,-0.000291386
770,-0.00424249,0.00338835
780,-0.00169425,-0.00113369
790,0.00313761,0.000400153
800,0.00105043,0.000642817
810,-0.00303345,-0.00129921
820,-0.0029262,0.000760118
830,-0.00288595,0.000499743
840,0.00163092,0.000118008
850,-0.00259151,-0.00343343
860,-0.000764695,-0.00140362
870,-0.00256657,-0.000707773
880,-0.00637942,-0.000401055
890,0.00179251,0.00124848
900,-0.0027762,-0.000932723
910,0.00163489,-0.00320078
920,-0.00299497,0.00156917
930,-0.00359719,0.00137354
940,0.00513087,0.000958502
950,-0.00294075,-0.00141368
960,-0.00185082,0.0037372
970,-0.00351395,-0.0024377
980,-0.00580887,-0.0012021
990,-0.00120393,-0.00135069
1000,-0.0014173,-0.000124258
1010,-0.00332073,-0.000611951
1020,-0.0008441,0.00120307
1030,-0.00138257,0.00154952
1040,-0.00612637,0.00151427
1050,-0.00375497,-0.00182122
1060,-0.00205965,-0.00269879
1070,-0.00351697,-0.00307225
1080,-0.00466807,0.00174297
1090,-0.000156362,-0.000602725
1100,-0.00164897,0.00103155
1110,-0.000649309,0.00210253
1120,-0.0001961,0.000384821
1130,-0.00230974,-0.000320357
1140,-0.00390316,0.00111926
1150,-0.00447279,0.00189581
1160,-0.00533433,-0.00185527
1170,-0.000615789,-0.00291193
1180,-0.00192418,-0.000519897
1190,-0.000167114,0.000685549
1200,-0.00254923,0.0026341
1210,0.00119957,0.000995134
1220,-0.00156446,-0.00107622
1230,-0.00207925,0.00187562
1240,-0.00332649,-0.00050032
1250,-0.00221509,0.00265547
1260,0.00128821,-0.000208968
1270,-0.00171868,0.00105624
1280,-0.000339402,0.00107956
1290,0.00274439,-0.000512754
1300,0.00235384,0.00100424
1310,-0.000673731,0.000200945
1320,0.00173571,-0.00230738
1330,-0.00104323,-0.000959371
1340,-0.000188357,-0.00410023
1350,-0.00213445,-0.00126597
1360,-0.000506547,0.000295952
1370,-0.00300806,0.000143264
1380,0.000833201,0.00286174
1390,-0.0019195,0.000597444
1400,-0.00190699,-0.00138537
1410,-0.000689519,0.000960583
1420,-0.00451794,0.00100593
1430,-0.00633272,0.00152262
1440,-0.00197302,-0.000193549
1450,-0.00105872,0.00117055
1460,0.00143353,-0.000736737
1470,-0.00389438,-0.000204887
1480,-0.00232308,0.00317487
1490,-0.00221336,-0.00121347
1500,-0.00085713,-0.000252993
1510,0.00427296,0.0018304
1520,-0.00117719,0.000460594
1530,-0.00433821,0.00375393
1540,-0.00217354,-0.000371704
1550,-0.0030935,0.00391242
1560,-0.00193823,-0.00271231
1570,-0.000273267,0.000244973
1580,-0.00214886,-0.0011935
1590,-0.00303705,-0.000338161
