MDTU,0,2,4,6,8,10
10,32.0589,32.0369,32.0278,32.0216,32.0191,32.0145
20,26.4114,26.3814,26.3755,26.3682,26.365,26.3601
30,23.8879,23.8588,23.8509,23.8428,23.8356,23.8234
40,22.3515,22.3244,22.3198,22.2986,22.2913,22.2848
50,21.347,21.3386,21.3114,21.3073,21.3034,21.2974
60,20.6119,20.6041,20.5882,20.5783,20.5728,20.57
70,20.0282,20.0022,19.991,19.9817,19.9741,19.9701
80,19.7014,19.6673,19.6537,19.6458,19.6396,19.6358
90,19.3673,19.361,19.3492,19.3326,19.3297,19.3269
100,19.1502,19.1243,19.1137,19.107,19.098,19.091
110,19.1458,19.1145,19.0887,19.0695,19.0525,19.0326
120,19.1584,19.1264,19.124,19.1153,19.104,19.0965
130,18.9167,18.8835,18.8726,18.8683,18.8601,18.8494
140,18.9452,18.9068,18.8903,18.8802,18.8704,18.8594
150,18.5583,18.5164,18.5054,18.4904,18.4823,18.4754
160,18.536,18.494,18.4807,18.469,18.4588,18.4448
170,18.6748,18.6448,18.6397,18.6147,18.6031,18.5945
180,18.4911,18.4798,18.457,18.4482,18.4429,18.4385
190,18.3944,18.3623,18.3563,18.3473,18.3378,18.3352
200,18.3598,18.3253,18.3185,18.2967,18.2894,18.2758
210,18.3527,18.3075,18.2972,18.2897,18.2812,18.2742
220,18.2729,18.2534,18.2427,18.2344,18.2238,18.2176
230,18.4964,18.4679,18.4576,18.4433,18.4303,18.4252
240,18.4511,18.4181,18.4105,18.3944,18.3877,18.3824
250,18.3663,18.3294,18.3186,18.313,18.3118,18.2983
260,18.4036,18.3667,18.3562,18.3496,18.3428,18.3313
270,18.301,18.2654,18.2576,18.2565,18.2463,18.2443
280,18.2654,18.2643,18.2468,18.2291,18.2234,18.2141
290,18.5955,18.5642,18.5516,18.5462,18.5384,18.5224
300,18.4447,18.4371,18.4139,18.4083,18.4055,18.3879
310,18.5118,18.4883,18.4619,18.44,18.4373,18.4061
320,18.5112,18.4746,18.4647,18.453,18.4342,18.4122
330,18.4584,18.4261,18.4167,18.4037,18.3928,18.3817
