MDTU,plaq_ss,plaq_st
1,8.52086,10.9739
2,5.16351,6.41949
3,4.64728,5.78944
4,4.26805,5.24813
5,3.90894,4.73924
6,3.57537,4.3039
7,3.27969,3.90725
8,3.03264,3.60533
9,2.84013,3.35901
10,2.69529,3.15424
11,2.57211,2.98822
12,2.47913,2.86024
13,2.3805,2.75011
14,2.28554,2.62884
15,2.20001,2.53953
16,2.14244,2.44234
17,2.06675,2.35791
18,2.0074,2.28534
19,1.94634,2.20915
20,1.88364,2.15369
21,1.82487,2.0809
22,1.77532,2.0266
23,1.73081,1.98982
24,1.69668,1.91578
25,1.66743,1.87521
26,1.63709,1.84048
27,1.6149,1.79487
28,1.58477,1.76561
29,1.57064,1.74917
30,1.53913,1.71595
31,1.51332,1.68159
32,1.50535,1.65585
33,1.49683,1.63413
34,1.47634,1.60274
35,1.461,1.59623
36,1.46001,1.58323
37,1.44007,1.55679
38,1.43079,1.54786
39,1.41062,1.52621
40,1.39864,1.518
41,1.38524,1.50493
42,1.36535,1.48386
43,1.34689,1.45391
44,1.33239,1.43683
45,1.3225,1.42713
46,1.31693,1.41303
47,1.30611,1.39633
48,1.2936,1.38273
49,1.27967,1.36564
50,1.27195,1.3557
51,1.2633,1.33415
52,1.25833,1.32325
53,1.23771,1.31409
54,1.22662,1.30368
55,1.21367,1.29896
56,1.20735,1.29685
57,1.20145,1.28457
58,1.19857,1.2752
59,1.19232,1.26202
60,1.18661,1.25616
61,1.17457,1.25038
62,1.16439,1.24946
63,1.1599,1.24621
64,1.15132,1.24619
65,1.15268,1.23999
66,1.1464,1.21991
67,1.14158,1.20936
68,1.12951,1.20316
69,1.12503,1.19369
70,1.11277,1.18986
71,1.10962,1.18263
72,1.10367,1.17598
73,1.10121,1.17439
74,1.09202,1.16633
75,1.08741,1.16521
76,1.08746,1.16159
77,1.08581,1.15496
78,1.09236,1.14589
79,1.08893,1.15048
80,1.08893,1.15048
81,1.08754,1.15576
82,1.08681,1.15926
83,1.08294,1.15927
84,1.07564,1.14841
85,1.06708,1.14016
86,1.06673,1.14202
87,1.0637,1.13617
88,1.05942,1.12646
89,1.05952,1.11654
90,1.05465,1.11513
91,1.04738,1.10797
92,1.04032,1.10474
93,1.0437,1.09177
94,1.03975,1.09621
95,1.03147,1.09021
96,1.02798,1.08389
97,1.02519,1.0758
98,1.02772,1.07847
99,1.02849,1.07775
100,1.02328,1.07154
101,1.01658,1.06846
102,1.01748,1.0693
103,1.01758,1.0734
104,1.01478,1.06865
105,1.02541,1.07251
106,1.02767,1.07278
107,1.02603,1.07033
108,1.02995,1.06215
109,1.02743,1.06282
110,1.02743,1.06282
111,1.0283,1.06536
112,1.02365,1.06217
113,1.02883,1.06206
114,1.02767,1.06103
115,1.02069,1.06778
116,1.02192,1.06349
117,1.02531,1.05984
118,1.02644,1.06322
119,1.01811,1.06195
120,1.02068,1.05981
121,1.02068,1.05981
122,1.02039,1.05569
123,1.0238,1.05445
124,1.0182,1.04886
125,1.00627,1.05617
126,1.00852,1.05042
127,1.00852,1.05042
128,1.00588,1.051
129,1.00217,1.04659
130,1.00403,1.04583
131,0.991143,1.05018
132,0.997624,1.04633
133,0.993809,1.03825
134,0.99493,1.03374
135,0.99493,1.03374
136,0.991739,1.04209
137,0.988947,1.0433
138,0.984274,1.036
139,0.980359,1.03525
140,0.975326,1.03838
141,0.976348,1.02941
142,0.976732,1.01885
143,0.974505,1.02107
144,0.969234,1.01181
145,0.969234,1.01181
146,0.968658,1.01497
147,0.966069,1.00987
148,0.970299,1.01197
149,0.975353,1.00337
150,0.966135,1.00815
151,0.967061,1.00603
152,0.967061,1.00603
153,0.966145,1.01069
154,0.966145,1.01069
155,0.967281,1.0067
156,0.967281,1.0067
157,0.969879,1.00954
158,0.969879,1.00954
159,0.966507,1.00647
160,0.966507,1.00647
161,0.958679,1.01323
162,0.952114,1.01121
163,0.958468,1.01359
164,0.963926,1.00976
165,0.963926,1.00976
166,0.960785,1.00857
167,0.965351,1.00838
168,0.965351,1.00838
169,0.963609,1.00662
170,0.964843,1.00729
171,0.966162,1.0002
172,0.972201,1.00194
173,0.962907,1.00279
174,0.960161,1.00375
175,0.953474,1.00188
176,0.948223,0.999979
177,0.948223,0.999979
178,0.944561,0.996995
179,0.941032,1.00123
180,0.941032,1.00123
181,0.943284,0.997233
182,0.946405,1.00285
183,0.947427,0.999428
184,0.944302,0.996072
185,0.944684,0.991695
186,0.945829,0.997097
187,0.945444,0.991718
188,0.944066,0.991194
189,0.944066,0.991194
190,0.944066,0.991194
191,0.944066,0.991194
192,0.940771,0.991283
193,0.941979,0.991846
194,0.9447,0.99858
195,0.940987,0.988944
196,0.940208,0.989644
197,0.943939,0.985374
198,0.94293,0.99284
199,0.942532,0.994595
200,0.946592,0.990464
201,0.941699,0.994039
202,0.942074,0.986557
203,0.942264,0.987417
204,0.94162,0.978331
205,0.942438,0.983368
206,0.940337,0.991639
207,0.937968,0.985695
208,0.937968,0.985695
209,0.937968,0.985695
210,0.940154,0.984639
211,0.933851,0.985083
212,0.931392,0.980539
213,0.930767,0.975633
214,0.931566,0.976463
215,0.940562,0.977991
216,0.940562,0.977991
217,0.934017,0.975206
218,0.934017,0.975206
219,0.934008,0.976299
220,0.934008,0.976299
221,0.930319,0.971003
222,0.930319,0.971003
223,0.926407,0.968836
224,0.926407,0.968836
225,0.936499,0.979024
226,0.936499,0.979024
227,0.93969,0.978074
228,0.940431,0.981992
229,0.940431,0.981992
230,0.941891,0.983622
