t,cost
10,1596
20,1689.6
30,1796.4
40,2997.36
50,2678.76
60,2338.92
70,2033.64
80,1483.92
90,1337.04
100,1403.28
110,1426.68
120,1437.12
130,1424.52
140,1449
150,1404.36
160,1424.88
170,1450.44
180,1436.4
190,1437.48
200,1436.4
210,1340.28
220,1254.24
230,977.4
240,1031.04
250,1046.16
260,1067.4
270,1090.08
280,1082.88
290,1085.04
300,1074.6
310,1116.72
320,1110.96
330,1098.72
340,1081.08
350,1116.36
360,1113.12
370,1115.28
380,1096.2
390,1120.32
400,1113.48
410,1112.76
420,1103.4
430,1145.88
440,1119.6
450,1129.32
460,1131.84
470,1110.96
480,1125.72
490,1127.16
500,1141.92
510,1218.24
520,1229.04
530,1215.36
540,1207.8
550,1170.72
560,1202.04
570,1191.96
580,1206
590,1204.2
600,1202.04
610,1204.56
620,1232.28
630,1217.88
640,1193.04
650,1182.6
660,1184.04
670,1191.24
680,1212.48
690,1203.48
700,1202.04
710,1252.8
720,1221.84
730,1212.48
740,1222.2
750,1198.44
760,1150.2
770,1130.4
780,1108.08
790,1082.88
800,1086.12
810,1103.04
820,1094.4
830,1101.24
840,1134
850,1132.56
860,1131.84
870,1104.12
880,1118.88
890,1129.68
900,1103.4
910,1118.88
920,1113.12
930,1115.28
940,1105.92
950,1141.2
960,1110.6
970,1106.28
980,1110.96
990,1121.76
1000,1096.2
1010,1186.92
1020,1198.08
1030,1196.64
1040,1214.28
1050,1193.76
1060,1186.2
1070,1180.8
1080,1174.68
1090,1184.4
1100,1201.32
1110,1196.28
1120,1198.8
1130,1171.08
1140,1186.56
1150,1195.56
1160,1180.8
1170,1176.48
1180,1198.44
1190,1172.16
1200,1206
1210,1197.36
1220,1204.92
1230,1200.24
1240,1208.88
1250,1177.2
1260,1141.92
1270,1185.48
1280,1176.48
1290,1179.72
1300,1204.92
1310,1207.08
1320,1211.04
1330,1189.08
1340,1196.28
1350,1202.4
1360,1204.2
1370,1219.68
1380,1230.48
1390,1218.96
1400,1229.04
1410,1204.56
1420,1208.52
1430,1231.56
1440,1193.04
1450,1188
1460,1176.84
1470,1198.08
1480,1198.08
1490,1203.48
1500,1195.56
1510,1180.8
1520,1200.6
1530,1198.08
1540,1192.32
1550,1206.72
1560,1216.08
1570,1177.56
1580,1213.92
1590,1222.56
1600,1221.48
1610,1218.6
1620,1206.72
1630,1196.64
1640,1188
1650,1192.68
1660,1203.48
1670,1207.44
1680,1197.72
1690,1210.68
1700,1218.96
1710,1191.96
1720,1217.52
1730,1212.12
1740,1245.6
1750,1224.36
1760,1108.44
1770,1128.24
1780,1112.4
1790,1101.24
1800,1095.48
1810,1114.2
1820,1107.72
1830,1101.96
1840,1115.64
1850,1140.48
1860,1114.2
1870,1105.2
1880,1118.16
1890,1094.04
1900,1096.92
1910,1129.32
1920,1131.12
1930,1127.16
1940,1141.56
1950,1136.16
1960,1145.16
1970,1144.44
1980,1140.12
1990,1147.32
2000,1142.28
2010,1198.08
2020,1207.8
2030,1234.08
2040,1201.32
2050,1215.36
2060,1194.48
2070,1207.44
2080,1205.64
2090,1203.48
2100,1188.72
2110,1208.88
2120,1197.72
2130,1190.16
2140,1196.28
2150,1200.6
2160,1190.16
2170,1198.08
2180,1199.52
2190,1193.4
2200,1198.44
2210,1195.92
2220,1198.8
2230,1215
2240,1230.48
2250,1215
2260,1163.88
2270,1185.12
2280,1173.24
2290,1160.28
2300,1163.16
2310,1180.8
2320,1194.48
2330,1190.16
2340,1180.8
2350,1184.04
2360,1171.08
2370,1176.12
2380,1193.04
2390,1211.04
2400,1200.24
2410,1240.56
2420,1189.8
2430,1202.4
2440,1217.52
2450,1168.2
2460,1164.96
2470,1181.88
2480,1185.48
2490,1167.48
2500,1200.6
2510,1195.2
2520,1214.28
2530,1231.2
2540,1204.92
2550,1170.72
2560,1181.16
2570,1191.24
2580,1193.4
2590,1196.28
2600,1199.88
2610,1193.76
2620,1193.4
2630,1180.8
2640,1207.08
2650,1196.28
2660,1224
2670,1213.56
2680,1230.48
2690,1228.68
2700,1187.64
2710,1207.8
2720,1207.8
2730,1227.24
2740,1133.28
2750,1117.44
2760,1209.6
2770,1216.44
2780,1221.48
2790,1214.64
2800,1227.24
2810,1227.6
2820,1209.6
2830,1227.24
2840,1201.32
2850,1217.88
2860,1220.76
2870,1205.64
2880,1225.44
2890,1229.76
2900,1224.36
2910,1211.76
2920,1229.04
2930,1211.04
2940,1220.04
2950,1213.2
2960,1240.2
2970,1236.24
2980,1236.6
2990,1224
3000,1203.12
3010,1200.6
3020,1224
3030,1206.36
3040,1193.04
3050,1224
3060,1230.12
3070,1233
3080,1208.52
3090,1229.76
3100,1215
3110,1201.32
3120,1195.92
3130,1186.92
3140,1185.48
3150,1210.68
3160,1181.88
3170,1185.48
3180,1200.24
3190,1207.44
3200,1213.92
3210,1211.76
3220,1208.88
3230,1209.24
3240,1206
3250,1224.36
3260,1156.32
3270,1146.24
3280,1137.6
3290,1121.04
3300,1132.56
3310,1184.4
3320,1192.32
3330,1166.76
3340,1184.4
3350,1171.8
3360,1341
3370,1367.28
3380,1344.96
3390,1313.28
3400,1335.24
3410,1219.32
3420,1230.12
3430,1255.68
3440,1241.64
3450,1238.4
3460,1225.08
3470,1210.68
3480,1207.08
3490,1182.96
3500,1136.16
3510,1182.24
3520,1187.64
3530,1200.24
3540,1182.96
3550,1180.8
3560,1202.4
3570,1211.4
3580,1198.8
3590,1216.44
3600,1218.96
3610,1135.08
3620,1134
3630,1129.68
3640,1154.16
3650,1146.6
3660,1200.6
3670,1187.64
3680,1182.96
3690,1182.96
3700,1196.64
3710,1184.4
3720,1176.48
3730,1164.6
3740,1192.68
3750,1204.2
3760,1184.04
3770,1184.04
3780,1183.32
3790,1172.52
3800,1170.72
3810,1179.72
3820,1195.56
3830,1202.04
3840,1203.12
3850,1191.96
3860,2211.48
3870,2225.52
3880,2214.72
3890,2149.2
3900,1312.2
3910,1334.16
3920,1309.32
3930,1323.36
3940,1306.8
3950,1181.16
3960,1179
3970,1189.08
3980,1177.2
3990,1181.88
4000,1160.28
4010,1178.28
4020,1160.28
4030,1156.68
4040,1168.92
4050,1162.44
4060,1169.28
4070,1166.04
4080,1189.8
4090,1190.88
4100,1183.32
4110,1206
4120,1212.84
4130,1189.08
4140,1175.76
4150,1130.04
4160,1170
4170,1159.56
4180,1178.64
4190,1156.68
4200,1158.12
4210,1172.88
4220,1156.32
4230,1167.84
4240,1159.92
4250,1208.88
4260,1227.6
4270,1185.84
4280,1179.36
4290,1181.16
4300,1208.88
4310,1203.84
4320,1226.16
4330,1215.36
4340,1200.24
4350,1256.76
4360,1269.36
4370,1244.88
4380,1232.64
4390,1221.12
4400,1241.28
4410,1240.56
4420,1231.2
4430,1239.84
4440,1232.28
4450,1136.52
4460,1111.68
4470,1129.32
4480,1126.44
4490,1105.92
4500,1217.52
4510,1239.12
4520,1221.48
4530,1222.56
4540,1225.08
4550,1220.76
4560,1177.2
4570,1178.28
4580,1172.52
4590,1172.16
4600,1231.2
4610,1179.36
4620,1198.8
4630,1203.48
4640,1189.08
4650,1182.6
4660,1178.28
4670,1179.36
4680,1188.72
4690,1176.12
4700,1211.76
4710,1196.64
4720,1202.4
4730,1238.76
4740,1222.2
4750,1630.8
4760,1521.72
4770,1531.8
4780,1538.28
4790,1477.08
4800,1064.52
4810,1065.24
4820,1040.4
4830,1047.24
4840,1073.52
4850,1052.28
4860,1046.16
4870,1041.12
4880,1066.32
4890,1049.76
4900,1136.88
4910,1156.32
4920,1180.08
4930,1163.16
4940,1213.2
4950,1337.76
4960,1296.36
4970,1326.24
4980,1329.84
4990,1319.76
5000,1131.84
5010,1137.6
5020,1148.76
5030,1151.28
5040,1167.48
5050,1186.92
5060,1172.52
5070,1176.48
5080,1180.08
5090,1163.52
5100,1183.68
5110,1184.4
5120,1164.6
5130,1181.88
5140,1162.08
5150,1157.76
5160,1158.12
5170,1165.32
5180,1180.44
5190,1183.68
5200,1184.04
5210,1180.44
5220,1175.4
5230,1209.24
5240,1176.48
5250,1178.28
5260,1183.68
5270,1180.08
5280,1182.24
5290,1185.48
5300,1197
5310,1186.92
5320,1206.36
5330,1200.96
5340,1181.52
5350,1196.64
5360,1204.2
5370,1181.52
5380,1186.2
5390,1179.72
5400,1078.2
5410,1093.68
5420,1114.56
5430,1101.24
5440,1105.56
5450,1086.84
5460,1107.36
5470,1117.08
5480,1108.8
5490,1100.88
5500,1078.92
5510,1088.64
5520,1099.8
5530,1109.16
5540,1096.92
5550,1092.96
5560,1113.84
5570,1108.8
5580,1087.56
5590,1107.36
5600,1104.84
5610,1132.56
5620,1132.56
5630,1103.76
5640,1090.8
5650,1177.92
5660,1179.72
5670,1189.44
5680,1190.16
5690,1194.48
5700,1169.64
5710,1171.8
5720,1162.8
5730,1166.4
5740,1152
5750,1158.48
5760,1190.52
5770,1191.24
5780,1200.24
5790,1186.92
5800,1218.6
5810,1212.12
5820,1190.16
5830,1182.6
5840,1197.72
5850,1187.28
5860,1168.2
5870,1193.4
5880,1196.28
5890,1189.8
5900,1188.72
5910,1161.36
5920,1184.04
5930,1169.64
5940,1175.4
5950,1168.2
5960,1165.32
5970,1196.64
5980,1171.8
5990,1163.16
6000,1166.76
6010,1198.08
6020,1185.84
6030,1173.6
6040,1168.56
6050,1167.48
6060,1151.64
6070,1182.6
6080,1171.8
6090,1179.36
6100,1176.48
6110,1201.32
6120,1182.24
6130,1173.96
6140,1184.4
6150,1168.92
6160,1184.4
6170,1182.6
6180,1173.6
6190,1178.28
6200,1178.28
6210,1204.56
6220,1188
6230,1195.56
6240,1197.36
6250,1174.32
6260,1175.04
6270,1190.88
6280,1190.88
6290,1195.2
6300,1188.36
6310,1169.28
6320,1190.16
6330,1189.44
6340,1183.32
6350,1176.84
6360,1172.88
6370,1173.6
6380,1162.08
6390,1151.28
6400,1158.84
6410,1165.32
6420,1167.84
6430,1177.56
6440,1189.8
6450,1173.6
6460,1177.2
6470,1187.28
6480,1204.2
6490,1195.56
6500,1178.64
6510,1162.08
6520,1172.88
6530,1184.76
6540,1190.88
6550,1195.2
6560,1154.52
6570,1153.44
6580,1169.64
6590,1195.56
6600,1189.08
6610,1177.92
6620,1167.84
6630,1143.72
6640,1173.24
