t,walltime
10,1330
20,1408
30,1497
40,832.6
50,744.1
60,649.7
70,564.9
80,412.2
90,371.4
100,389.8
110,396.3
120,399.2
130,395.7
140,402.5
150,390.1
160,395.8
170,402.9
180,399
190,399.3
200,399
210,372.3
220,348.4
230,271.5
240,286.4
250,290.6
260,296.5
270,302.8
280,300.8
290,301.4
300,298.5
310,310.2
320,308.6
330,305.2
340,300.3
350,310.1
360,309.2
370,309.8
380,304.5
390,311.2
400,309.3
410,309.1
420,306.5
430,318.3
440,311
450,313.7
460,314.4
470,308.6
480,312.7
490,313.1
500,317.2
510,338.4
520,341.4
530,337.6
540,335.5
550,325.2
560,333.9
570,331.1
580,335
590,334.5
600,333.9
610,334.6
620,342.3
630,338.3
640,331.4
650,328.5
660,328.9
670,330.9
680,336.8
690,334.3
700,333.9
710,348
720,339.4
730,336.8
740,339.5
750,332.9
760,319.5
770,314
780,307.8
790,300.8
800,301.7
810,306.4
820,304
830,305.9
840,315
850,314.6
860,314.4
870,306.7
880,310.8
890,313.8
900,306.5
910,310.8
920,309.2
930,309.8
940,307.2
950,317
960,308.5
970,307.3
980,308.6
990,311.6
1000,304.5
1010,329.7
1020,332.8
1030,332.4
1040,337.3
1050,331.6
1060,329.5
1070,328
1080,326.3
1090,329
1100,333.7
1110,332.3
1120,333
1130,325.3
1140,329.6
1150,332.1
1160,328
1170,326.8
1180,332.9
1190,325.6
1200,335
1210,332.6
1220,334.7
1230,333.4
1240,335.8
1250,327
1260,317.2
1270,329.3
1280,326.8
1290,327.7
1300,334.7
1310,335.3
1320,336.4
1330,330.3
1340,332.3
1350,334
1360,334.5
1370,338.8
1380,341.8
1390,338.6
1400,341.4
1410,334.6
1420,335.7
1430,342.1
1440,331.4
1450,330
1460,326.9
1470,332.8
1480,332.8
1490,334.3
1500,332.1
1510,328
1520,333.5
1530,332.8
1540,331.2
1550,335.2
1560,337.8
1570,327.1
1580,337.2
1590,339.6
1600,339.3
1610,338.5
1620,335.2
1630,332.4
1640,330
1650,331.3
1660,334.3
1670,335.4
1680,332.7
1690,336.3
1700,338.6
1710,331.1
1720,338.2
1730,336.7
1740,346
1750,340.1
1760,307.9
1770,313.4
1780,309
1790,305.9
1800,304.3
1810,309.5
1820,307.7
1830,306.1
1840,309.9
1850,316.8
1860,309.5
1870,307
1880,310.6
1890,303.9
1900,304.7
1910,313.7
1920,314.2
1930,313.1
1940,317.1
1950,315.6
1960,318.1
1970,317.9
1980,316.7
1990,318.7
2000,317.3
2010,332.8
2020,335.5
2030,342.8
2040,333.7
2050,337.6
2060,331.8
2070,335.4
2080,334.9
2090,334.3
2100,330.2
2110,335.8
2120,332.7
2130,330.6
2140,332.3
2150,333.5
2160,330.6
2170,332.8
2180,333.2
2190,331.5
2200,332.9
2210,332.2
2220,333
2230,337.5
2240,341.8
2250,337.5
2260,323.3
2270,329.2
2280,325.9
2290,322.3
2300,323.1
2310,328
2320,331.8
2330,330.6
2340,328
2350,328.9
2360,325.3
2370,326.7
2380,331.4
2390,336.4
2400,333.4
2410,344.6
2420,330.5
2430,334
2440,338.2
2450,324.5
2460,323.6
2470,328.3
2480,329.3
2490,324.3
2500,333.5
2510,332
