MDTU,S_B
1,1.00124
2,0.878583
3,0.891857
4,0.913848
5,0.933749
6,0.943804
7,0.949476
8,0.954031
9,0.957441
10,0.960572
11,0.961516
12,0.965951
13,0.967502
14,0.969449
15,0.971398
16,0.974767
17,0.975111
18,0.978166
19,0.979036
20,0.98035
21,0.981962
22,0.98225
23,0.98426
24,0.983956
25,0.985258
26,0.986176
27,0.985976
28,0.986645
29,0.988788
30,0.987943
31,0.987756
32,0.987393
33,0.988415
34,0.987705
35,0.988947
36,0.988717
37,0.989196
38,0.990226
39,0.990561
40,0.990456
41,0.991577
42,0.99166
43,0.991083
44,0.992215
45,0.992228
46,0.992504
47,0.992708
48,0.993232
49,0.992992
50,0.992429
51,0.993102
52,0.994306
53,0.994402
54,0.993406
55,0.99459
56,0.994265
57,0.994227
58,0.994467
59,0.994845
60,0.996034
61,0.994977
62,0.995492
63,0.994821
64,0.995583
65,0.995895
66,0.995888
67,0.996482
68,0.996129
69,0.995426
70,0.996119
71,0.996364
72,0.996024
73,0.996097
74,0.996082
75,0.996422
76,0.996825
77,0.99557
78,0.996227
79,0.994775
80,0.994775
81,0.99536
82,0.997341
83,0.996873
84,0.998869
85,0.996493
86,0.99708
87,0.995955
88,0.996279
89,0.996121
90,0.998081
91,0.996511
92,0.99765
93,0.997836
94,0.997458
95,0.996783
96,0.997344
97,0.997874
98,0.999068
99,0.998554
100,0.997249
101,0.998225
102,0.997056
103,0.99795
104,0.996791
105,0.998773
106,0.996898
107,0.996763
108,0.996307
109,0.99643
110,0.99643
111,0.998415
112,0.998388
113,0.997473
114,0.997745
115,0.997085
116,0.997959
117,0.997403
118,0.997638
119,0.996744
120,0.996823
121,0.996823
122,0.99784
123,0.998352
124,0.997706
125,0.998066
126,0.996742
127,0.996742
128,0.99755
129,0.997131
130,0.998008
131,0.99699
132,0.998734
133,0.997356
134,0.997328
135,0.997328
136,0.996819
137,0.997349
138,0.998031
139,0.997229
140,0.999989
141,0.998206
142,0.997997
143,0.998836
144,0.997101
145,0.997101
146,0.998646
147,0.997764
148,0.998282
149,0.998762
150,0.998164
151,0.997627
152,0.997627
153,0.998049
154,0.998049
155,0.997924
156,0.997924
157,0.998969
158,0.998969
159,0.998393
160,0.998393
161,0.997771
162,0.998848
163,0.998605
164,0.997734
165,0.997734
166,0.999291
167,0.999246
168,0.999246
169,0.999087
170,0.997983
171,0.998407
172,0.999832
173,0.998776
174,0.998835
175,0.99862
176,0.9985
177,0.9985
178,0.997062
179,0.998381
180,0.998381
181,0.997177
182,0.998879
183,0.999229
184,0.998272
185,0.998368
186,0.999178
187,0.998931
188,0.998794
189,0.998794
190,0.998794
191,0.998794
192,0.998455
193,0.99806
194,0.998176
195,0.998505
196,0.998702
197,0.997765
198,0.99849
199,0.998754
200,0.998435
201,0.999139
202,0.998774
203,0.999672
204,0.997705
205,0.997243
206,1.0002
207,0.999155
208,0.999155
209,0.999155
210,0.999265
211,0.999557
212,0.998577
213,0.998217
214,0.999031
215,0.999506
216,0.999506
217,0.99697
218,0.99697
219,0.998954
220,0.998954
221,0.99875
222,0.99875
223,0.997077
224,0.997077
225,0.999182
226,0.999182
227,0.998257
228,0.997651
229,0.997651
230,0.998363
231,0.998042
232,0.998042
233,0.998042
234,0.998042
235,0.998042
236,0.998042
237,0.997971
238,0.999229
239,0.999057
240,0.998649
241,0.998649
242,0.999075
243,0.997621
244,0.997621
245,0.997621
246,0.997621
247,0.997621
248,0.99904
249,0.99904
250,0.99904
251,0.99904
252,1.00021
253,0.998485
254,0.999334
255,0.998325
256,0.997523
257,0.999141
258,0.998787
259,0.998787
260,0.997834
261,0.998864
262,0.998864
263,0.999584
264,0.998495
265,0.998495
266,0.998495
267,0.998258
268,0.997459
269,0.998408
270,0.998408
271,0.997438
272,0.997438
273,0.998791
274,0.998791
275,0.99866
276,0.998506
277,0.997892
278,0.997892
279,0.997892
280,0.998567
281,0.99892
282,0.998919
283,0.999069
284,0.998022
285,0.998319
286,0.998319
287,0.999903
288,0.997861
289,0.998625
290,0.998421
291,0.998421
292,0.997202
293,0.998235
294,0.998146
295,0.998942
296,0.998942
297,0.998942
