MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.997375,5.5103e+06,5.59737e+06,1926.05
2,0.989071,184510,165643,279.307
3,0.983756,87820.2,82317.6,152.248
4,0.979847,48971.3,46212,85.7547
5,0.981935,26794.9,23644.6,46.9966
6,0.986825,12423.6,12299.4,26.321
7,0.987864,7092.3,6048.01,14.4514
8,0.988511,3284.96,3477.21,8.16845
9,0.982903,2195.86,2128.78,4.8535
10,0.980587,1513.54,1539.68,2.78923
11,0.979665,1044.25,974.184,1.50951
12,0.979316,796.016,882.197,0.879587
13,0.976969,568.653,634.758,0.384412
14,0.971738,436.853,497.257,0.128772
15,0.969412,337.6,383.263,0.265482
16,0.969319,280.876,328.279,0.084765
17,0.969117,199.863,257.402,0.144934
18,0.970621,167.89,189.033,0.101193
19,0.972772,124.028,171.672,0.090006
20,0.970002,97.3153,132.033,0.0886591
21,0.96279,78.3036,101.508,0.0108617
22,0.959926,74.1647,83.6367,0.0947915
23,0.95486,66.8605,68.2118,0.0657137
24,0.95324,58.1255,52.7418,0.0192157
25,0.960277,55.2394,42.1374,0.0629443
26,0.959415,46.3318,32.4795,0.073866
27,0.959531,41.9549,26.1026,0.0343885
28,0.961987,32.2051,26.877,0.0202198
29,0.964906,25.7991,20.2467,0.0341262
30,0.966696,23.5271,17.1034,0.0477673
31,0.963384,18.5772,15.0159,0.0294893
32,0.96644,18.4863,16.6741,0.0543057
33,0.967419,17.2828,16.3118,0.0436036
34,0.967473,15.7162,14.1124,0.0274092
35,0.968889,14.0492,12.0378,0.0400706
36,0.978087,13.6905,10.2496,0.0444379
37,0.974326,11.4959,9.68214,0.0435268
38,0.974832,9.96067,9.59365,0.0363387
39,0.974228,10.6075,8.41583,0.0154282
40,0.978861,8.66087,6.50539,0.0415241
41,0.977017,8.21487,6.79967,0.0407773
42,0.971172,7.71332,6.39708,0.0279049
43,0.965149,7.57159,6.52491,0.0136872
44,0.960586,6.97496,4.95252,0.021183
45,0.961012,6.10493,6.40201,0.00771194
46,0.963194,6.17191,6.47647,0.00708118
47,0.964001,5.99495,6.20243,0.0185676
48,0.963675,5.12593,5.3626,0.0281293
49,0.962676,4.66767,4.84348,0.0280306
50,0.96463,4.2082,3.40704,0.0343961
51,0.96005,4.3465,3.46798,0.0295767
52,0.960933,4.38601,3.3823,0.0198106
